TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.054	-1.005	-0.042	-2.0626488	0.0572958	0.9167328	86.64270876	3.07678446	-20.13374412
0.02	2	0.06	-1.001	-0.046	-2.1772404	-0.2291832	0.859437	86.61979044	3.0653253	-20.13374412
0.03	3	0.065	-0.999	-0.048	-2.3491278	-0.2291832	0.9167328	86.59114254	3.05959572	-20.1394737
0.04	4	0.07	-0.997	-0.051	-2.4064236	-0.1145916	1.145916	86.56822422	3.04240698	-20.1394737
0.05	5	0.074	-0.996	-0.05	-2.4637194	-0.0572958	1.3178034	86.52811716	3.08251404	-20.16239202
0.06	6	0.073	-0.998	-0.048	-2.4064236	-0.1718874	1.3750992	86.50519884	3.0653253	-20.16239202
0.07	7	0.071	-0.998	-0.049	-2.5210152	-0.0572958	1.432395	86.47655094	3.05386614	-20.16239202
0.08	8	0.069	-0.996	-0.052	-2.9220858	-0.286479	1.3750992	86.44790304	3.0366774	-20.1681216
0.09	9	0.069	-0.998	-0.054	-2.9793816	-0.4583664	1.2032118	86.41925514	3.02521824	-20.17385118
0.1	10	0.071	-0.999	-0.052	-2.7501984	-0.4010706	1.0313244	86.3734185	3.05959572	-20.1967695
0.11	11	0.073	-0.999	-0.051	-2.1199446	-0.286479	0.859437	86.35622976	3.04813656	-20.20249908
0.12	12	0.078	-1	-0.049	-1.4896908	-0.4583664	0.6302538	86.33904102	3.04240698	-20.20249908
0.13	13	0.086	-0.998	-0.045	-1.0886202	-0.5156622	0.5156622	86.32758186	3.0366774	-20.20822866
0.14	14	0.093	-0.995	-0.044	-0.8021412	-0.5156622	0.6302538	86.3161227	3.03094782	-20.21395824
0.15	15	0.097	-0.997	-0.038	-0.4583664	-0.6875496	0.6875496	86.32758186	3.20283522	-20.30563152
0.16	16	0.098	-1.004	-0.03	-0.4010706	-1.0886202	0.572958	86.32758186	3.19710564	-20.31709068
0.17	17	0.1	-1.013	-0.026	-0.7448454	-1.718874	0.4583664	86.3161227	3.19137606	-20.33427942
0.18	18	0.104	-1.021	-0.029	-1.5469866	-2.4637194	0.0572958	86.29893396	3.19137606	-20.35719774
0.19	19	0.109	-1.025	-0.034	-2.6356068	-3.4950438	-0.0572958	86.27028606	3.18564648	-20.39157522
0.2	20	0.112	-1.023	-0.042	-3.3231564	-4.9274388	-0.286479	86.23590858	3.23148312	-20.46605976
0.21	21	0.114	-1.014	-0.047	-3.151269	-5.9014674	-0.4010706	86.2015311	3.2372127	-20.52335556
0.22	22	0.118	-1.006	-0.045	-2.291832	-6.875496	-0.4583664	86.1728832	3.2372127	-20.59211052
0.23	23	0.122	-0.997	-0.043	-1.3750992	-7.3911582	-0.6302538	86.15569446	3.24294228	-20.66659506
0.24	24	0.123	-0.99	-0.039	-0.7448454	-7.7922288	-0.572958	86.1442353	3.24294228	-20.74680918
0.25	25	0.122	-0.989	-0.039	-0.6302538	-8.1932994	-0.4583664	86.13850572	3.2945085	-20.84994162
0.26	26	0.119	-0.991	-0.042	-0.9167328	-8.6516658	-0.286479	86.12704656	3.2945085	-20.93588532
0.27	27	0.116	-0.992	-0.048	-1.2032118	-9.3392154	-0.1145916	86.10985782	3.2945085	-21.0275586
0.28	28	0.111	-0.993	-0.055	-1.432395	-9.6829902	0.0572958	86.09266908	3.28877892	-21.12496146
0.29	29	0.106	-0.993	-0.063	-1.4896908	-9.9121734	0.1718874	86.06975076	3.28304934	-21.22236432
0.3	30	0.101	-0.992	-0.066	-1.432395	-9.8548776	0.0572958	86.04110286	3.30596766	-21.33695592
0.31	31	0.099	-0.989	-0.067	-1.2032118	-9.6256944	-0.1145916	86.02391412	3.30596766	-21.43435878
0.32	32	0.096	-0.986	-0.068	-1.0886202	-9.3392154	-0.4010706	86.01245496	3.30596766	-21.52603206
0.33	33	0.095	-0.985	-0.067	-1.145916	-8.9381448	-0.5156622	85.99526622	3.30596766	-21.61197576
0.34	34	0.096	-0.983	-0.065	-1.3178034	-8.59437	-0.572958	85.97807748	3.31169724	-21.69791946
0.35	35	0.1	-0.986	-0.067	-1.432395	-8.1360036	-0.4583664	85.94942958	3.34607472	-21.79532232
0.36	36	0.104	-0.992	-0.068	-1.6615782	-7.6776372	-0.2291832	85.92651126	3.34607472	-21.87553644
0.37	37	0.107	-0.998	-0.071	-1.718874	-7.2192708	0.1145916	85.90932252	3.34034514	-21.9442914
0.38	38	0.106	-0.998	-0.077	-1.432395	-6.7036086	0.6302538	85.89213378	3.32888598	-22.01304636
0.39	39	0.1	-0.993	-0.081	-0.859437	-5.72958	1.2605076	85.88067462	3.31742682	-22.07034216
0.4	40	0.091	-0.986	-0.078	0	-4.6982556	1.8907614	85.8577563	3.32888598	-22.13336754
0.41	41	0.081	-0.989	-0.067	1.2032118	-3.724227	2.7501984	85.86921546	3.30023808	-22.16774502
0.42	42	0.074	-1	-0.055	2.1199446	-2.8074942	4.1825934	85.89213378	3.26013102	-22.19066334
0.43	43	0.069	-1.009	-0.048	2.5210152	-2.1772404	5.6722842	85.9150521	3.20283522	-22.20785208
0.44	44	0.065	-1.014	-0.045	2.6356068	-1.6042824	7.0473834	85.9437	3.13408026	-22.21931124
0.45	45	0.059	-1.009	-0.045	2.6356068	-1.145916	7.734933	85.9723479	3.05959572	-22.22504082
0.46	46	0.051	-1.003	-0.044	2.1199446	-0.6302538	7.6776372	85.99526622	2.98511118	-22.2307704
0.47	47	0.044	-1.001	-0.045	1.432395	0.3437748	7.0473834	86.00672538	2.91062664	-22.21931124
0.48	48	0.041	-1.003	-0.044	0.7448454	1.6042824	6.589017	86.01818454	2.84760126	-22.2021225
0.49	49	0.042	-1.005	-0.046	0.1145916	2.9220858	6.4744254	86.01818454	2.78457588	-22.16774502
0.5	50	0.043	-1.013	-0.051	-0.4583664	4.010706	6.589017	86.01245496	2.7215505	-22.12190838
0.51	51	0.044	-1.021	-0.052	-1.145916	4.9274388	7.1046792	86.00672538	2.65279554	-22.07034216
0.52	52	0.041	-1.026	-0.052	-1.718874	5.7868758	7.734933	85.98953664	2.578311	-22.00731678
0.53	53	0.034	-1.029	-0.056	-1.8907614	6.016059	8.1932994	85.9723479	2.49809688	-21.93856182
0.54	54	0.027	-1.027	-0.059	-2.0626488	5.72958	8.307891	85.95515916	2.41788276	-21.88126602
0.55	55	0.019	-1.025	-0.061	-2.4064236	5.443101	8.0787078	85.92651126	2.33193906	-21.81824064
0.56	56	0.012	-1.02	-0.058	-3.0366774	5.5003968	7.7922288	85.89786336	2.25745452	-21.75521526
0.57	57	0.006	-1.017	-0.055	-3.6096354	6.016059	7.6776372	85.86348588	2.18296998	-21.69218988
0.58	58	0	-1.013	-0.056	-4.6982556	6.3598338	7.734933	85.81191966	2.10848544	-21.62343492
0.59	59	0	-1.007	-0.063	-6.2452422	6.4744254	7.6776372	85.75462386	2.0340009	-21.55467996
0.6	60	0	-0.998	-0.077	-7.9068204	5.7868758	7.5057498	85.66295058	1.95378678	-21.485925
0.61	61	-0.009	-0.995	-0.085	-8.9381448	4.4117766	6.9900876	85.57700688	1.88503182	-21.44008836
0.62	62	-0.014	-0.997	-0.084	-9.9694692	3.2085648	6.2452422	85.47387444	1.82200644	-21.40571088
0.63	63	-0.019	-1.001	-0.083	-10.599723	2.578311	5.6149884	85.370742	1.76471064	-21.37706298
0.64	64	-0.022	-1.004	-0.082	-11.172681	1.8334656	5.156622	85.2561504	1.718874	-21.35414466
0.65	65	-0.024	-1.003	-0.079	-11.9748222	0.6875496	4.7555514	85.13009964	1.64438946	-21.33695592
0.66	66	-0.028	-1.003	-0.074	-12.2613012	-0.6302538	4.583664	85.00404888	1.59855282	-21.3426855
0.67	67	-0.032	-1.002	-0.068	-12.032118	-1.8907614	4.4117766	84.8837277	1.55271618	-21.35414466
0.68	68	-0.037	-1.002	-0.064	-11.5164558	-2.8074942	4.4690724	84.76340652	1.50687954	-21.38279256
0.69	69	-0.039	-1	-0.06	-11.0580894	-3.0939732	4.4117766	84.64881492	1.4610429	-21.41144046
0.7	70	-0.045	-1.005	-0.053	-10.3705398	-3.0366774	4.3544808	84.55141206	1.38655836	-21.42289962
0.71	71	-0.051	-1.011	-0.047	-9.8548776	-2.578311	4.1252976	84.4540092	1.34072172	-21.44581794
0.72	72	-0.06	-1.016	-0.041	-9.167328	-1.3750992	3.6669312	84.35660634	1.30061466	-21.4572771
0.73	73	-0.068	-1.022	-0.031	-8.59437	0	2.9793816	84.27066264	1.27196676	-21.4572771
0.74	74	-0.073	-1.029	-0.02	-8.0787078	1.6615782	2.7501984	84.19044852	1.24331886	-21.44008836
0.75	75	-0.073	-1.044	-0.01	-7.8495246	3.151269	3.0366774	84.13315272	1.18029348	-21.38852214
0.76	76	-0.069	-1.062	-0.008	-8.1932994	4.4117766	3.8961144	84.04720902	1.14018642	-21.3426855
