TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0	-1.011	0.033	-4.6982556	-11.8029348	2.7501984	89.6392791	2.61841806	-4.13675676
0.02	2	0.004	-1.013	0.03	0	-0.859437	0	89.6392791	2.61841806	-4.14248634
0.03	3	0.006	-1.012	0.03	0.1718874	-0.9740286	0.0572958	89.6392791	2.61841806	-4.1539455
0.04	4	0.007	-1.01	0.033	0.2291832	-0.9167328	0.1145916	89.64500868	2.61268848	-4.16540466
0.05	5	0.006	-1.007	0.032	0.0572958	-0.8021412	0.1718874	89.74241154	2.44080108	-4.19405256
0.06	6	0.003	-1.006	0.031	-0.0572958	-0.6875496	0.1718874	89.74241154	2.44080108	-4.20551172
0.07	7	0.002	-1.007	0.03	-0.2291832	-0.6875496	0.1145916	89.74241154	2.4350715	-4.2112413
0.08	8	0.002	-1.007	0.029	-0.4010706	-0.6302538	0.0572958	89.73668196	2.4350715	-4.21697088
0.09	9	0.002	-1.008	0.03	-0.5156622	-0.5156622	0	89.73095238	2.4350715	-4.22270046
0.1	10	0.004	-1.008	0.029	-0.5156622	-0.5156622	-0.0572958	89.77678902	2.30902074	-4.23415962
0.11	11	0.007	-1.005	0.028	-0.4010706	-0.572958	-0.0572958	89.77105944	2.30902074	-4.2398892
0.12	12	0.01	-1.005	0.028	-0.2291832	-0.572958	0	89.77105944	2.30902074	-4.24561878
0.13	13	0.008	-1.004	0.029	-0.1718874	-0.4583664	0.1145916	89.77105944	2.30902074	-4.25134836
0.14	14	0.008	-1.004	0.03	-0.0572958	-0.4583664	0.2291832	89.76532986	2.30329116	-4.25707794
0.15	15	0.006	-1.004	0.032	-0.0572958	-0.4010706	0.286479	89.86273272	2.16578124	-4.28572584
0.16	16	0.004	-1.006	0.031	-0.1718874	-0.2291832	0.1718874	89.86273272	2.16578124	-4.29145542
0.17	17	0.005	-1.008	0.031	-0.1145916	-0.1145916	0.1145916	89.85700314	2.16578124	-4.29145542
0.18	18	0.005	-1.008	0.031	-0.1145916	-0.1718874	0.1145916	89.85700314	2.16578124	-4.29145542
0.19	19	0.005	-1.009	0.03	-0.0572958	-0.1145916	0.1145916	89.85700314	2.16005166	-4.297185
0.2	20	0.005	-1.008	0.03	0	-0.2291832	0.2291832	89.97159474	1.95378678	-4.3258329
0.21	21	0.005	-1.009	0.031	-0.0572958	-0.1145916	0.1145916	89.97159474	1.95378678	-4.3258329
0.22	22	0.005	-1.009	0.031	0	-0.2291832	0.0572958	89.97159474	1.95378678	-4.3258329
0.23	23	0.004	-1.008	0.031	-0.0572958	-0.1145916	0.0572958	89.97159474	1.95378678	-4.33156248
0.24	24	0.002	-1.008	0.032	-0.0572958	0	0	89.96586516	1.95378678	-4.33156248
0.25	25	0.001	-1.007	0.032	-0.1718874	0.0572958	-0.1145916	90.0976455	1.6329303	-4.34302164
0.26	26	0	-1.006	0.03	-0.286479	0.286479	-0.2291832	90.09191592	1.6329303	-4.34302164
0.27	27	0	-1.005	0.029	-0.4010706	0.7448454	-0.2291832	90.08618634	1.63865988	-4.33156248
