TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.054	-1.004	0.042	-1.0886202	-1.3178034	-0.0572958	92.46396204	2.78457588	-20.11655538
0.02	2	0.053	-1.001	0.044	-0.9167328	-1.6615782	-0.1145916	92.45823246	2.79030546	-20.13374412
0.03	3	0.054	-0.999	0.044	-0.7448454	-1.6615782	-0.1145916	92.4467733	2.79030546	-20.15093286
0.04	4	0.052	-1.001	0.045	-0.6875496	-1.3178034	-0.1718874	92.44104372	2.79603504	-20.16239202
0.05	5	0.053	-1.002	0.044	-0.9167328	-1.0313244	-0.286479	92.36655918	2.8361421	-20.20249908
0.06	6	0.056	-1.003	0.045	-1.2032118	-0.9740286	-0.286479	92.35510002	2.84187168	-20.20822866
0.07	7	0.056	-1.004	0.043	-1.432395	-1.2032118	-0.1718874	92.33791128	2.84187168	-20.2254174
0.08	8	0.057	-1.004	0.043	-1.3750992	-1.5469866	-0.1718874	92.32645212	2.84760126	-20.23687656
0.09	9	0.056	-1.006	0.044	-1.432395	-2.0626488	-0.1145916	92.30926338	2.84760126	-20.25979488
0.1	10	0.057	-1.006	0.043	-1.5469866	-2.578311	-0.4010706	92.26342674	2.87624916	-20.29990194
0.11	11	0.059	-1.006	0.044	-1.6615782	-2.9793816	-0.5156622	92.246238	2.88197874	-20.32854984
0.12	12	0.061	-1.004	0.043	-1.7761698	-2.9220858	-0.6875496	92.22331968	2.8934379	-20.35719774
0.13	13	0.063	-1.004	0.044	-1.8907614	-3.0939732	-0.6875496	92.20613094	2.89916748	-20.38584564
0.14	14	0.066	-1.005	0.045	-2.005353	-3.3231564	-0.7448454	92.18321262	2.91062664	-20.42022312
0.15	15	0.068	-1.005	0.048	-2.2345362	-3.6096354	-0.6875496	92.14310556	2.94500412	-20.46605976
0.16	16	0.069	-1.006	0.047	-2.5210152	-3.8961144	-0.6875496	92.12018724	2.95646328	-20.50616682
0.17	17	0.07	-1.005	0.046	-2.9793816	-3.8388186	-0.7448454	92.08580976	2.96219286	-20.54627388
0.18	18	0.07	-1.002	0.043	-3.4950438	-4.0680018	-0.9740286	92.05143228	2.97365202	-20.58638094
0.19	19	0.073	-0.997	0.04	-3.724227	-4.0680018	-1.145916	92.01132522	2.99084076	-20.626488
0.2	20	0.075	-0.994	0.036	-3.5523396	-3.8961144	-1.3750992	91.95402942	3.03094782	-20.67232464
0.21	21	0.081	-0.989	0.036	-3.3804522	-3.7815228	-1.6615782	91.91392236	3.04813656	-20.7124317
0.22	22	0.088	-0.988	0.037	-3.0939732	-3.5523396	-1.8334656	91.88527446	3.0653253	-20.74680918
0.23	23	0.095	-0.988	0.036	-2.86479	-3.2658606	-1.9480572	91.85089698	3.08824362	-20.78118666
0.24	24	0.097	-0.99	0.036	-2.8074942	-2.5210152	-1.9480572	91.82224908	3.11116194	-20.80410498
