TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.03	-1.001	-0.096	0.3437748	0.4010706	0.286479	85.13582922	0.56722842	-38.8752003
0.02	2	0.043	-1.001	-0.116	0.6302538	0.6302538	0.3437748	85.1415588	0.56149884	-38.86947072
0.03	3	0.042	-1.002	-0.115	0.6302538	0.6302538	0.3437748	85.14728838	0.55576926	-38.86374114
0.04	4	0.043	-1.002	-0.113	0.6302538	0.859437	0.4010706	85.15874754	0.55576926	-38.85228198
0.05	5	0.043	-1.002	-0.113	0.4583664	1.0886202	0.4583664	85.11864048	0.58441716	-38.84082282
0.06	6	0.043	-1.001	-0.11	0.3437748	0.9740286	0.6302538	85.11864048	0.57868758	-38.82936366
0.07	7	0.042	-0.998	-0.112	0.2291832	0.9167328	0.8021412	85.12437006	0.572958	-38.8179045
0.08	8	0.044	-0.997	-0.112	0.286479	0.9740286	0.859437	85.12437006	0.56149884	-38.80644534
0.09	9	0.043	-0.996	-0.11	0.286479	0.8021412	0.9167328	85.13009964	0.55576926	-38.80071576
0.1	10	0.042	-0.996	-0.11	0.3437748	0.859437	1.0886202	85.09572216	0.572958	-38.7892566
0.11	11	0.041	-0.995	-0.108	0.4010706	0.9167328	1.0313244	85.10145174	0.56722842	-38.77779744
0.12	12	0.04	-0.996	-0.107	0.4010706	1.0313244	1.0313244	85.10145174	0.55576926	-38.76633828
0.13	13	0.038	-0.996	-0.106	0.4583664	1.0313244	0.9740286	85.10718132	0.5443101	-38.75487912
0.14	14	0.038	-0.996	-0.105	0.572958	1.145916	0.9167328	85.1129109	0.53858052	-38.74341996
0.15	15	0.038	-0.996	-0.105	0.859437	1.0886202	0.9167328	85.08999258	0.55576926	-38.7319608
0.16	16	0.039	-0.995	-0.105	1.0313244	1.145916	0.8021412	85.10145174	0.5443101	-38.71477206
0.17	17	0.04	-0.997	-0.105	1.2032118	1.2605076	0.7448454	85.1129109	0.53858052	-38.7033129
