TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.028	-0.973	0.275	0.3437748	0.286479	-0.7448454	104.5304575	-0.91100322	-7.91254998
0.02	2	-0.028	-0.974	0.274	0.286479	0.286479	-0.6302538	104.5304575	-0.90527364	-7.9068204
0.03	3	-0.027	-0.973	0.273	0.0572958	0.4010706	-0.6875496	104.5304575	-0.89954406	-7.90109082
0.04	4	-0.027	-0.974	0.272	0.1145916	0.4583664	-0.6875496	104.5304575	-0.89381448	-7.89536124
0.05	5	-0.027	-0.975	0.275	0	0.6875496	-0.6302538	104.5361871	-0.89381448	-7.88390208
0.06	6	-0.026	-0.975	0.275	-0.0572958	0.859437	-0.5156622	104.5361871	-0.89381448	-7.87244292
0.07	7	-0.025	-0.975	0.275	-0.1145916	0.859437	-0.4010706	104.5361871	-0.89381448	-7.86671334
0.08	8	-0.025	-0.975	0.277	-0.1718874	0.8021412	-0.4583664	104.5304575	-0.8880849	-7.85525418
0.09	9	-0.025	-0.975	0.279	-0.2291832	0.859437	-0.4010706	104.5304575	-0.8880849	-7.8495246
0.1	10	-0.025	-0.974	0.279	-0.3437748	0.572958	-0.286479	104.5304575	-0.89381448	-7.83806544
0.11	11	-0.022	-0.974	0.28	-0.4010706	0.7448454	-0.286479	104.5304575	-0.8880849	-7.83233586
0.12	12	-0.021	-0.973	0.28	-0.3437748	0.7448454	-0.1718874	104.5247279	-0.8880849	-7.82660628
0.13	13	-0.021	-0.972	0.281	-0.4010706	0.6302538	-0.1718874	104.5189984	-0.8880849	-7.8208767
0.14	14	-0.019	-0.972	0.28	-0.3437748	0.7448454	-0.0572958	104.5132688	-0.89381448	-7.80941754
0.15	15	-0.02	-0.971	0.28	-0.286479	0.6302538	0	104.5247279	-0.8880849	-7.80368796
0.16	16	-0.021	-0.97	0.282	-0.1718874	0.6875496	0	104.5189984	-0.89381448	-7.79795838
0.17	17	-0.019	-0.971	0.281	-0.1145916	0.5156622	0	104.5189984	-0.89381448	-7.7922288
