TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.004	-1.007	0.086	-2.1772404	-1.145916	0.0572958	95.39177742	-0.6875496	-26.2987722
0.02	2	0.002	-1.005	0.085	-3.151269	-1.3178034	0.3437748	95.36312952	-0.6875496	-26.31596094
0.03	3	0.005	-1.01	0.087	-3.0366774	-1.3178034	0.1718874	95.33448162	-0.69327918	-26.3274201
0.04	4	0.008	-1.014	0.085	-3.3231564	-1.3178034	0	95.30010414	-0.6875496	-26.33887926
0.05	5	0.007	-1.014	0.083	-3.2658606	-1.3178034	-0.1718874	95.24280834	-0.66463128	-26.36179758
0.06	6	0.003	-1.015	0.08	-3.6669312	-1.0886202	-0.2291832	95.20270128	-0.66463128	-26.37325674
0.07	7	0	-1.013	0.08	-3.9534102	-0.286479	-0.3437748	95.16259422	-0.6589017	-26.37325674
0.08	8	-0.005	-1.011	0.082	-4.1252976	0.572958	-0.4010706	95.12248716	-0.6589017	-26.36752716
0.09	9	-0.002	-1.005	0.081	-4.5263682	1.5469866	-0.286479	95.07665052	-0.65317212	-26.35033842
0.1	10	0.008	-0.998	0.08	-4.5263682	2.1199446	0.1145916	95.01362514	-0.64171296	-26.33887926
0.11	11	0.014	-1.001	0.084	-4.6409598	2.0626488	0.1145916	94.9677885	-0.64744254	-26.31596094
0.12	12	0.018	-1.01	0.085	-5.0420304	2.2345362	-0.1718874	94.91622228	-0.64744254	-26.29304262
0.13	13	0.021	-1.017	0.086	-5.6722842	2.9220858	-0.6875496	94.85892648	-0.64744254	-26.26439472
0.14	14	0.023	-1.019	0.083	-6.1879464	3.724227	-1.0313244	94.79017152	-0.64171296	-26.23001724
0.15	15	0.021	-1.014	0.079	-6.589017	4.2398892	-0.9740286	94.71568698	-0.62452422	-26.18991018
0.16	16	0.023	-1.005	0.073	-6.8182002	4.5263682	-0.572958	94.64693202	-0.62452422	-26.14407354
