TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.005	-1.005	0.059	-0.4010706	-5.156622	0.6302538	91.3581531	0.24637194	-26.27585388
0.02	2	0.003	-1.003	0.06	-0.286479	-4.6982556	0.572958	91.35242352	0.24064236	-26.32169052
0.03	3	0.004	-1.006	0.06	-0.3437748	-4.1825934	0.5156622	91.35242352	0.24064236	-26.36752716
0.04	4	0.008	-1.008	0.059	-0.4010706	-3.8388186	0.4010706	91.34669394	0.23491278	-26.40190464
0.05	5	0.01	-1.01	0.059	-0.6875496	-3.4950438	0.286479	91.35242352	0.24637194	-26.43628212
0.06	6	0.012	-1.011	0.058	-0.9167328	-3.2658606	0.4010706	91.34096436	0.24064236	-26.4706596
0.07	7	0.012	-1.01	0.056	-1.0886202	-3.2085648	0.6302538	91.3295052	0.23491278	-26.50503708
0.08	8	0.011	-1.01	0.055	-1.2605076	-3.2085648	0.8021412	91.31804604	0.2291832	-26.53368498
0.09	9	0.013	-1.009	0.054	-1.3178034	-3.0366774	0.8021412	91.30658688	0.22345362	-26.56806246
0.1	10	0.015	-1.006	0.056	-1.3178034	-2.9793816	0.6875496	91.3008573	0.2291832	-26.59098078
0.11	11	0.018	-1.005	0.056	-1.3178034	-3.2085648	0.6875496	91.28939814	0.22345362	-26.62535826
0.12	12	0.022	-1.006	0.056	-1.3750992	-3.437748	0.6875496	91.27793898	0.21772404	-26.65973574
0.13	13	0.025	-1.005	0.056	-1.3178034	-3.7815228	0.6302538	91.26075024	0.21772404	-26.6998428
0.14	14	0.029	-1.006	0.058	-1.2605076	-3.8388186	0.6875496	91.24929108	0.21199446	-26.73994986
0.15	15	0.031	-1.007	0.061	-1.3750992	-4.0680018	0.6302538	91.24929108	0.22345362	-26.77432734
0.16	16	0.029	-1.008	0.061	-1.5469866	-4.1252976	0.5156622	91.23210234	0.22345362	-26.82016398
0.17	17	0.028	-1.009	0.059	-2.0626488	-4.1252976	0.5156622	91.20918402	0.21772404	-26.86027104
0.18	18	0.026	-1.008	0.058	-2.4064236	-4.0680018	0.572958	91.1862657	0.21199446	-26.9003781
0.19	19	0.025	-1.008	0.056	-2.9220858	-4.2398892	0.6875496	91.1576178	0.20626488	-26.94048516
0.2	20	0.026	-1.007	0.054	-3.0939732	-4.6409598	0.9167328	91.1289699	0.21199446	-26.9863218
0.21	21	0.029	-1.009	0.055	-3.2085648	-5.0993262	1.0313244	91.100322	0.20626488	-27.03788802
0.22	22	0.033	-1.009	0.056	-3.0939732	-5.6722842	0.9740286	91.06594452	0.19480572	-27.09518382
0.23	23	0.037	-1.009	0.057	-2.9220858	-6.0733548	1.0886202	91.03729662	0.18907614	-27.1582092
0.24	24	0.039	-1.011	0.058	-3.0366774	-6.5317212	1.145916	91.00864872	0.17761698	-27.22123458
0.25	25	0.038	-1.011	0.059	-3.437748	-6.8182002	1.2032118	90.98000082	0.18334656	-27.28998954
0.26	26	0.036	-1.01	0.058	-3.8961144	-6.7609044	1.2605076	90.93989376	0.1718874	-27.3587445
0.27	27	0.033	-1.01	0.057	-4.1825934	-6.7036086	1.3178034	90.8997867	0.16042824	-27.42749946
0.28	28	0.03	-1.011	0.058	-4.4690724	-6.8182002	1.2605076	90.85395006	0.14896908	-27.49625442
0.29	29	0.029	-1.011	0.056	-4.8128472	-6.875496	1.2032118	90.80811342	0.1432395	-27.56500938
0.3	30	0.029	-1.011	0.057	-5.156622	-7.0473834	1.3750992	90.76227678	0.13750992	-27.63376434
0.31	31	0.027	-1.014	0.054	-5.2139178	-7.0473834	1.432395	90.71071056	0.12605076	-27.7025193
0.32	32	0.025	-1.014	0.054	-5.3285094	-7.2192708	1.4896908	90.65341476	0.1145916	-27.77700384
0.33	33	0.021	-1.015	0.053	-5.3858052	-7.3911582	1.6615782	90.60184854	0.10313244	-27.85148838
0.34	34	0.022	-1.015	0.054	-5.9587632	-7.6203414	1.6615782	90.53882316	0.0859437	-27.92597292
0.35	35	0.023	-1.016	0.053	-6.589017	-7.7922288	1.718874	90.48152736	0.08021412	-28.00618704
0.36	36	0.026	-1.015	0.052	-7.1046792	-8.021412	1.8907614	90.40704282	0.06302538	-28.08640116
0.37	37	0.028	-1.017	0.049	-8.021412	-8.6516658	2.1199446	90.3268287	0.04010706	-28.17234486
0.38	38	0.032	-1.018	0.044	-8.880849	-9.3965112	2.2345362	90.240885	0.02291832	-28.26401814
0.39	39	0.034	-1.02	0.04	-9.167328	-10.313244	2.4637194	90.14921172	0	-28.36715058
0.4	40	0.033	-1.023	0.037	-9.2819196	-11.3445684	2.4637194	90.05753844	-0.01145916	-28.48174218
0.41	41	0.028	-1.026	0.037	-9.5111028	-12.4331886	2.5210152	89.96013558	-0.03437748	-28.60779294
0.42	42	0.02	-1.025	0.037	-9.3392154	-13.4072172	2.4064236	89.8684623	-0.0572958	-28.73957328
0.43	43	0.014	-1.019	0.038	-9.3965112	-13.6936962	2.2345362	89.77678902	-0.07448454	-28.8770832
0.44	44	0.015	-1.01	0.034	-9.3965112	-13.6364004	2.1199446	89.67938616	-0.09167328	-29.01459312
0.45	45	0.01	-0.998	0.03	-8.5370742	-14.0947668	1.9480572	89.59917204	-0.10886202	-29.15210304
0.46	46	0.002	-0.986	0.016	-6.8182002	-15.9282324	1.8334656	89.53041708	-0.12605076	-29.31253128
0.47	47	-0.009	-0.977	0.006	-4.6982556	-19.7097552	2.005353	89.48458044	-0.1432395	-29.507337
0.48	48	-0.024	-0.972	0.023	-4.6409598	-23.9496444	1.9480572	89.44447338	-0.15469866	-29.74224978
0.49	49	-0.037	-0.965	0.047	-6.5317212	-26.8144344	1.2605076	89.381448	-0.16615782	-30.01154004
0.5	50	-0.041	-0.959	0.056	-9.2246238	-29.220858	0.1718874	89.2955043	-0.16615782	-30.29801904
0.51	51	-0.041	-0.962	0.065	-11.8602306	-31.6845774	-1.432395	89.1809127	-0.14896908	-30.61314594
0.52	52	-0.035	-0.982	0.087	-15.8136408	-33.1742682	-3.151269	89.02621404	-0.1145916	-30.94546158
0.53	53	-0.03	-1.007	0.095	-20.2254174	-34.37748	-4.4690724	88.82567874	-0.06875496	-31.28923638
0.54	54	-0.028	-1.024	0.097	-23.1475032	-34.7785506	-4.7555514	88.59649554	-0.02291832	-31.63874076
0.55	55	-0.022	-1.042	0.103	-24.5798982	-35.1796212	-4.0680018	88.35585318	0.01145916	-31.98824514
0.56	56	-0.018	-1.052	0.101	-24.9809688	-36.2109456	-2.7501984	88.10948124	0.03437748	-32.34920868
0.57	57	-0.016	-1.054	0.102	-23.8350528	-38.2162986	-1.3750992	87.86883888	0.04583664	-32.73309054
0.58	58	-0.021	-1.043	0.116	-22.5745452	-39.4768062	-0.3437748	87.64538526	0.04010706	-33.12270198
0.59	59	-0.029	-1.035	0.127	-22.631841	-39.820581	0.286479	87.42193164	0.0286479	-33.518043
0.6	60	-0.045	-1.023	0.117	-23.3193906	-39.4768062	0.8021412	87.19847802	0.01145916	-33.91338402
