TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.014	-0.964	0.302	-0.572958	0	-0.9167328	104.3929476	1.44385416	-18.85604778
0.02	2	0.011	-0.965	0.3	-0.9740286	-0.1145916	0.0572958	104.3814884	1.44385416	-18.85604778
0.03	3	0.01	-0.965	0.298	-1.0886202	-0.3437748	0	104.3700293	1.44385416	-18.85604778
0.04	4	0.009	-0.965	0.298	-1.145916	-0.5156622	0	104.3585701	1.44385416	-18.86177736
0.05	5	0.008	-0.967	0.298	-1.145916	-0.7448454	0	104.3986772	1.41520626	-18.86177736
0.06	6	0.005	-0.969	0.297	-1.2605076	-1.0886202	0	104.387218	1.42093584	-18.86750694
0.07	7	0.004	-0.971	0.297	-1.3178034	-1.145916	0	104.3700293	1.42093584	-18.8789661
0.08	8	0.004	-0.973	0.296	-1.3750992	-1.145916	0.0572958	104.3585701	1.42666542	-18.89042526
0.09	9	0.005	-0.975	0.296	-1.4896908	-1.0886202	0.0572958	104.3413814	1.42666542	-18.90188442
0.1	10	0.007	-0.975	0.296	-1.6042824	-0.9740286	0.0572958	104.3642997	1.4037471	-18.90188442
0.11	11	0.009	-0.973	0.294	-1.8907614	-0.8021412	0.0572958	104.347111	1.4037471	-18.91334358
0.12	12	0.009	-0.973	0.293	-1.9480572	-0.859437	0.0572958	104.3241926	1.40947668	-18.91907316
0.13	13	0.009	-0.972	0.292	-2.1199446	-0.9740286	0.0572958	104.3070039	1.40947668	-18.93053232
0.14	14	0.006	-0.972	0.291	-2.3491278	-1.0313244	0.1145916	104.278356	1.40947668	-18.94199148
0.15	15	0.006	-0.97	0.292	-2.5210152	-1.0886202	0	104.2840856	1.39228794	-18.94199148
0.16	16	0.004	-0.971	0.291	-2.5210152	-0.9167328	0	104.2611673	1.39228794	-18.95345064
0.17	17	0.005	-0.97	0.289	-2.5210152	-1.0313244	-0.0572958	104.2325194	1.39801752	-18.9649098
0.18	18	0.002	-0.968	0.292	-2.578311	-1.0313244	-0.0572958	104.209601	1.4037471	-18.97636896
0.19	19	0	-0.966	0.294	-2.6356068	-0.9167328	-0.1718874	104.1809531	1.4037471	-18.98209854
0.2	20	0	-0.967	0.293	-2.5210152	-0.6875496	-0.1145916	104.1924123	1.3750992	-18.97636896
0.21	21	0	-0.968	0.295	-2.578311	-0.2291832	-0.1718874	104.1637644	1.3750992	-18.97636896
0.22	22	0	-0.968	0.294	-2.7501984	0	-0.2291832	104.1351165	1.38082878	-18.97636896
0.23	23	0	-0.967	0.293	-2.578311	-0.1718874	-0.1145916	104.1064686	1.38082878	-18.98209854
0.24	24	0.004	-0.968	0.292	-2.291832	-0.2291832	0	104.0835503	1.38082878	-18.98209854
0.25	25	0.005	-0.968	0.292	-2.2345362	-0.1718874	-0.0572958	104.1121982	1.35791046	-18.97636896
0.26	26	0.006	-0.966	0.293	-2.2345362	-0.0572958	-0.0572958	104.0892799	1.35791046	-18.97636896
0.27	27	0.005	-0.966	0.295	-1.9480572	-0.1718874	0	104.0663615	1.35791046	-18.97636896
