TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.017	-1.001	-0.089	-1.2605076	-1.0313244	0.572958	85.30771662	-0.82505952	-20.26552446
0.02	2	-0.014	-0.996	-0.117	-2.4637194	-0.8021412	0.5156622	85.27906872	-0.8307891	-20.27125404
0.03	3	-0.013	-0.994	-0.119	-2.2345362	-0.6302538	0.6302538	85.2561504	-0.83651868	-20.27698362
0.04	4	-0.013	-0.996	-0.118	-2.0626488	-0.6875496	0.6875496	85.23896166	-0.84224826	-20.28844278
0.05	5	-0.012	-0.997	-0.118	-2.005353	-0.6875496	0.6302538	85.15301796	-0.84224826	-20.29417236
0.06	6	-0.01	-0.995	-0.121	-2.005353	-0.9167328	0.572958	85.13009964	-0.84797784	-20.30563152
0.07	7	-0.01	-0.994	-0.123	-1.9480572	-0.9740286	0.6302538	85.1129109	-0.85370742	-20.31709068
0.08	8	-0.008	-0.996	-0.123	-2.005353	-1.145916	0.5156622	85.08999258	-0.859437	-20.32854984
0.09	9	-0.003	-0.998	-0.124	-2.005353	-1.3178034	0.4583664	85.07280384	-0.86516658	-20.340009
0.1	10	-0.001	-0.998	-0.122	-2.005353	-1.4896908	0.286479	84.99258972	-0.84797784	-20.36292732
0.11	11	-0.001	-1	-0.121	-2.291832	-1.5469866	0	84.9696714	-0.84797784	-20.38011606
0.12	12	0.001	-1	-0.124	-2.578311	-1.5469866	-0.1718874	84.9410235	-0.84797784	-20.3973048
0.13	13	0.001	-0.996	-0.124	-2.6929026	-1.432395	-0.5156622	84.91810518	-0.84224826	-20.40876396
0.14	14	-0.003	-0.997	-0.124	-2.6929026	-1.2605076	-0.6302538	84.88945728	-0.83651868	-20.4259527
0.15	15	-0.002	-0.994	-0.125	-2.291832	-0.9167328	-0.6875496	84.80924316	-0.81360036	-20.44314144
0.16	16	-0.004	-0.993	-0.125	-1.8334656	-0.6302538	-0.8021412	84.78632484	-0.8021412	-20.44887102
0.17	17	-0.003	-0.998	-0.129	-1.3178034	-0.1145916	-0.6302538	84.77486568	-0.79641162	-20.44887102
0.18	18	0.004	-1	-0.125	-0.6875496	0.1718874	-0.4010706	84.7691361	-0.79641162	-20.44887102
0.19	19	0.007	-1	-0.121	-0.4010706	0.5156622	-0.1718874	84.76340652	-0.79068204	-20.44314144
0.2	20	0.012	-1	-0.118	-0.1718874	0.8021412	0	84.6258966	-0.68182002	-20.47751892
