TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.015	-1	-0.113	-0.4010706	-0.0572958	0.5156622	82.792431	0.81360036	-0.33804522
0.02	2	0.015	-1.001	-0.114	-0.6875496	-0.286479	0.572958	82.78097184	0.80787078	-0.33804522
0.03	3	0.017	-1.001	-0.115	-0.9167328	-0.4010706	0.5156622	82.77524226	0.8021412	-0.3437748
0.04	4	0.018	-1	-0.114	-1.145916	-0.6875496	0.5156622	82.7637831	0.79641162	-0.34950438
0.05	5	0.018	-1	-0.117	-1.3178034	-1.0886202	0.5156622	82.7351352	0.79641162	-0.36096354
0.06	6	0.019	-1.001	-0.116	-1.5469866	-1.4896908	0.5156622	82.71794646	0.79068204	-0.3724227
0.07	7	0.019	-1.002	-0.114	-1.7761698	-1.8334656	0.3437748	82.70075772	0.78495246	-0.38961144
0.08	8	0.022	-0.999	-0.112	-2.2345362	-2.2345362	0	82.6778394	0.77922288	-0.41252976
0.09	9	0.017	-0.998	-0.111	-2.3491278	-2.3491278	-0.286479	82.65492108	0.77922288	-0.43544808
0.1	10	0.015	-1.002	-0.113	-2.2345362	-2.4637194	-0.3437748	82.62627318	0.78495246	-0.46409598
0.11	11	0.015	-1.003	-0.116	-2.005353	-2.7501984	-0.1145916	82.60335486	0.78495246	-0.49274388
0.12	12	0.021	-0.999	-0.116	-1.7761698	-3.0366774	0	82.58616612	0.77922288	-0.52139178
0.13	13	0.021	-0.998	-0.117	-2.0626488	-3.3231564	-0.0572958	82.5632478	0.77922288	-0.55576926
0.14	14	0.02	-0.999	-0.116	-2.5210152	-3.3231564	-0.0572958	82.54032948	0.7734933	-0.59014674
0.15	15	0.025	-1.002	-0.115	-2.7501984	-3.6096354	-0.0572958	82.505952	0.77922288	-0.62452422
0.16	16	0.03	-1.004	-0.119	-2.6929026	-4.0680018	-0.1145916	82.4773041	0.77922288	-0.66463128
0.17	17	0.031	-1.002	-0.12	-2.6356068	-4.297185	-0.1145916	82.45438578	0.7734933	-0.70473834
0.18	18	0.029	-1	-0.121	-2.6929026	-4.4117766	-0.1145916	82.42573788	0.7734933	-0.75057498
0.19	19	0.028	-0.998	-0.123	-2.9220858	-4.5263682	-0.2291832	82.39708998	0.76776372	-0.79641162
0.2	20	0.028	-1	-0.122	-2.9793816	-4.6982556	-0.4583664	82.35698292	0.7734933	-0.84224826
0.21	21	0.027	-1	-0.122	-2.86479	-4.8128472	-0.572958	82.32833502	0.7734933	-0.89381448
0.22	22	0.025	-0.997	-0.124	-2.86479	-4.8128472	-0.5156622	82.29968712	0.7734933	-0.93965112
0.23	23	0.027	-0.997	-0.124	-3.151269	-4.7555514	-0.2291832	82.26530964	0.7734933	-0.99121734
0.24	24	0.032	-1	-0.125	-3.3804522	-5.0993262	0.0572958	82.23093216	0.76776372	-1.04278356
0.25	25	0.036	-1.001	-0.124	-3.6669312	-5.5003968	0.3437748	82.1908251	0.76203414	-1.09434978
0.26	26	0.037	-1.004	-0.124	-4.297185	-5.72958	0.5156622	82.15071804	0.75057498	-1.15164558
0.27	27	0.035	-1.006	-0.126	-4.9274388	-5.7868758	0.6302538	82.09915182	0.73911582	-1.20894138
0.28	28	0.034	-1.008	-0.124	-5.3285094	-6.016059	0.6302538	82.04185602	0.72765666	-1.26623718
0.29	29	0.03	-1.007	-0.122	-5.5576926	-6.3598338	0.4583664	81.98456022	0.7161975	-1.32926256
0.3	30	0.028	-1.004	-0.124	-5.8441716	-6.4171296	0.286479	81.92726442	0.70473834	-1.39228794
0.31	31	0.027	-0.998	-0.126	-5.9587632	-6.3598338	0.286479	81.86423904	0.69900876	-1.45531332
