TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.014	-1.006	0.03	-0.4583664	0.4583664	0.572958	91.76495328	0.79068204	12.4045407
0.02	2	0.017	-1.005	0.027	-0.1145916	0.6302538	0.6875496	91.76495328	0.78495246	12.41027028
0.03	3	0.019	-1.003	0.027	0.0572958	0.5156622	0.6302538	91.76495328	0.77922288	12.41599986
0.04	4	0.02	-1.002	0.026	0.1718874	0.4583664	0.6875496	91.77068286	0.76776372	12.42172944
0.05	5	0.019	-1.004	0.025	0.1145916	0.5156622	0.6875496	91.7019279	0.79068204	12.45610692
0.06	6	0.019	-1.005	0.026	0	0.572958	0.7448454	91.7019279	0.78495246	12.4618365
0.07	7	0.02	-1.007	0.025	-0.2291832	0.572958	0.7448454	91.69619832	0.7734933	12.46756608
0.08	8	0.019	-1.006	0.026	-0.3437748	0.4010706	0.7448454	91.69619832	0.76776372	12.46756608
0.09	9	0.019	-1.005	0.03	-0.2291832	0.4010706	0.859437	91.69046874	0.75630456	12.47329566
0.1	10	0.017	-1.004	0.03	0	0.4583664	0.8021412	91.63317294	0.7734933	12.50194356
0.11	11	0.016	-1.005	0.032	0.0572958	0.286479	0.8021412	91.63317294	0.76203414	12.50194356
0.12	12	0.014	-1.005	0.03	0.286479	0.0572958	0.7448454	91.63890252	0.75630456	12.50767314
0.13	13	0.015	-1.004	0.03	0.6302538	0.0572958	0.6875496	91.6446321	0.75057498	12.50767314
0.14	14	0.016	-1.004	0.03	0.859437	0.1145916	0.5156622	91.65609126	0.7448454	12.50767314
0.15	15	0.018	-1.004	0.03	0.9740286	0.2291832	0.5156622	91.62171378	0.76203414	12.53059146
0.16	16	0.018	-1.006	0.03	1.0886202	0.1718874	0.572958	91.63317294	0.75630456	12.53059146
0.17	17	0.018	-1.009	0.032	0.9167328	0.1718874	0.6875496	91.63890252	0.7448454	12.53059146
0.18	18	0.017	-1.012	0.032	0.4583664	0.0572958	0.7448454	91.6446321	0.73911582	12.53632104
0.19	19	0.02	-1.013	0.031	0	0	0.7448454	91.6446321	0.73338624	12.53632104
0.2	20	0.022	-1.013	0.027	-0.0572958	-0.2291832	0.7448454	91.54722924	0.77922288	12.57069852
0.21	21	0.023	-1.012	0.027	0.1145916	-0.4583664	0.6302538	91.55295882	0.7734933	12.56496894
0.22	22	0.021	-1.01	0.03	0.0572958	-0.7448454	0.4010706	91.55295882	0.76776372	12.55923936
0.23	23	0.018	-1.006	0.031	0.1145916	-0.859437	0.286479	91.55295882	0.76776372	12.5477802
0.24	24	0.017	-1.004	0.032	0.1718874	-0.859437	0.1145916	91.55295882	0.76776372	12.54205062
0.25	25	0.016	-1.003	0.031	0.1718874	-0.6302538	0.0572958	91.45555596	0.8021412	12.5764281
0.26	26	0.016	-1.004	0.028	0.1145916	-0.5156622	0.1145916	91.45555596	0.8021412	12.57069852
0.27	27	0.018	-1.005	0.025	0.2291832	-0.6302538	0.286479	91.46128554	0.79641162	12.56496894
0.28	28	0.017	-1.005	0.025	0.3437748	-0.8021412	0.286479	91.46701512	0.79641162	12.55350978
0.29	29	0.016	-1.006	0.03	0.3437748	-0.9740286	0.2291832	91.46701512	0.79641162	12.54205062
0.3	30	0.014	-1.007	0.03	0.0572958	-0.859437	0.1718874	91.40398974	0.81360036	12.55923936
0.31	31	0.013	-1.01	0.029	-0.2291832	-0.4583664	0.0572958	91.39826016	0.81360036	12.55923936
0.32	32	0.011	-1.012	0.029	-0.4583664	-0.1718874	0	91.39826016	0.81360036	12.55350978
0.33	33	0.012	-1.015	0.031	-0.4583664	0.1718874	0.0572958	91.39253058	0.80787078	12.55923936
0.34	34	0.014	-1.015	0.032	-0.4583664	0.4010706	-0.0572958	91.386801	0.80787078	12.55923936
