TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.043	-0.979	0.245	-0.4010706	-0.286479	-0.286479	102.2386255	2.92781538	4.6982556
0.02	2	0.043	-0.98	0.245	-0.3437748	-0.3437748	-0.2291832	102.2328959	2.93354496	4.69252602
0.03	3	0.044	-0.98	0.246	-0.4010706	-0.3437748	-0.2291832	102.2328959	2.93354496	4.69252602
0.04	4	0.044	-0.98	0.246	-0.4583664	-0.3437748	-0.3437748	102.2271664	2.93927454	4.68679644
0.05	5	0.045	-0.982	0.247	-0.5156622	-0.2291832	-0.3437748	102.2443551	2.94500412	4.68679644
0.06	6	0.044	-0.983	0.245	-0.6302538	-0.2291832	-0.4010706	102.2386255	2.9507337	4.68679644
0.07	7	0.045	-0.984	0.245	-0.6875496	-0.1718874	-0.4010706	102.2271664	2.9507337	4.68679644
0.08	8	0.045	-0.984	0.245	-0.9167328	-0.1145916	-0.286479	102.2214368	2.95646328	4.68106686
0.09	9	0.043	-0.984	0.244	-1.0313244	-0.2291832	-0.3437748	102.2099776	2.96219286	4.68106686
0.1	10	0.043	-0.983	0.243	-1.145916	-0.4010706	-0.4010706	102.204248	2.96219286	4.68106686
0.11	11	0.042	-0.982	0.245	-1.145916	-0.5156622	-0.5156622	102.1927889	2.96792244	4.67533728
0.12	12	0.043	-0.981	0.245	-1.2605076	-0.4583664	-0.572958	102.1813297	2.9793816	4.6696077
0.13	13	0.045	-0.983	0.242	-1.4896908	-0.6302538	-0.5156622	102.164141	2.98511118	4.66387812
0.14	14	0.045	-0.984	0.242	-1.6615782	-0.572958	-0.5156622	102.1469522	2.99084076	4.65814854
0.15	15	0.047	-0.984	0.24	-1.7761698	-0.6302538	-0.572958	102.1297635	2.99657034	4.65241896
0.16	16	0.047	-0.984	0.24	-1.8907614	-0.859437	-0.6875496	102.1125748	3.0080295	4.64668938
0.17	17	0.047	-0.984	0.243	-1.9480572	-0.9740286	-0.6302538	102.0896564	3.01375908	4.6409598
0.18	18	0.046	-0.985	0.244	-2.005353	-0.9167328	-0.6302538	102.0724677	3.02521824	4.62950064
0.19	19	0.044	-0.985	0.244	-2.0626488	-0.9167328	-0.6875496	102.0495494	3.03094782	4.62377106
0.2	20	0.043	-0.982	0.245	-2.2345362	-0.7448454	-0.7448454	102.0323606	3.04240698	4.61804148
0.21	21	0.045	-0.982	0.244	-2.4064236	-0.8021412	-0.859437	102.0094423	3.05386614	4.6123119
0.22	22	0.045	-0.981	0.243	-2.4637194	-0.7448454	-0.8021412	101.9807944	3.05959572	4.60658232
0.23	23	0.045	-0.982	0.242	-2.7501984	-0.6875496	-0.859437	101.9521465	3.07105488	4.60085274
0.24	24	0.043	-0.984	0.238	-3.0366774	-0.6302538	-0.9167328	101.9234986	3.08251404	4.59512316
0.25	25	0.043	-0.984	0.239	-3.3231564	-0.859437	-0.859437	101.8891211	3.08824362	4.58939358
0.26	26	0.042	-0.983	0.238	-3.3231564	-1.0886202	-0.9167328	101.8547437	3.09970278	4.57793442
0.27	27	0.045	-0.982	0.24	-3.3231564	-1.0886202	-0.9167328	101.8203662	3.11116194	4.56647526
0.28	28	0.051	-0.986	0.242	-3.5523396	-0.8021412	-1.0886202	101.7859887	3.12835068	4.56074568
0.29	29	0.056	-0.991	0.239	-3.7815228	-0.7448454	-1.2032118	101.7458816	3.13980984	4.5550161
0.3	30	0.057	-0.993	0.24	-3.8961144	-0.9167328	-1.2032118	101.7115042	3.15699858	4.54928652
0.31	31	0.055	-0.994	0.24	-4.1825934	-1.3178034	-1.145916	101.6656675	3.16845774	4.53782736
0.32	32	0.05	-0.993	0.24	-4.5263682	-1.432395	-0.9740286	101.6198309	3.1799169	4.5263682
0.33	33	0.046	-0.99	0.24	-4.8128472	-1.5469866	-0.9740286	101.5682647	3.19710564	4.50917946
0.34	34	0.046	-0.99	0.238	-5.0420304	-1.432395	-0.9167328	101.5166984	3.2085648	4.4977203
0.35	35	0.048	-0.989	0.24	-5.156622	-1.5469866	-0.9740286	101.4708618	3.22002396	4.48626114
0.36	36	0.051	-0.988	0.24	-5.2712136	-1.432395	-1.0886202	101.413566	3.23148312	4.47480198
