TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0	-1.011	0.084	3.3231564	2.6356068	2.6929026	96.01057206	-2.07410796	-35.62079886
0.02	2	0.007	-1.011	0.068	1.8907614	1.145916	3.2658606	96.0277608	-2.10848544	-35.6093397
0.03	3	0.006	-1.005	0.065	2.1772404	0.9167328	3.2658606	96.05067912	-2.14286292	-35.60361012
0.04	4	0.003	-1.002	0.068	2.9220858	0.6875496	3.0939732	96.0850566	-2.17151082	-35.59788054
0.05	5	0	-1.001	0.071	3.4950438	0.4010706	2.8074942	96.06213828	-2.15432208	-35.63225802
0.06	6	-0.006	-1.003	0.071	3.724227	0.5156622	2.4637194	96.09651576	-2.18296998	-35.62652844
0.07	7	-0.008	-1.004	0.068	3.6096354	0.8021412	2.291832	96.13662282	-2.2058883	-35.62079886
0.08	8	-0.008	-1.006	0.065	3.7815228	0.9740286	2.3491278	96.1710003	-2.22880662	-35.61506928
0.09	9	-0.005	-1.01	0.068	4.010706	1.3750992	2.3491278	96.21110736	-2.25172494	-35.60361012
0.1	10	-0.002	-1.01	0.068	4.1252976	1.6042824	2.4637194	96.1996482	-2.24026578	-35.61506928
0.11	11	0	-1.008	0.071	4.1252976	1.432395	2.3491278	96.24548484	-2.26891368	-35.60361012
0.12	12	-0.001	-1.006	0.074	3.7815228	1.4896908	2.1199446	96.27986232	-2.291832	-35.59215096
0.13	13	0	-1.006	0.074	3.151269	1.432395	1.8334656	96.3142398	-2.30902074	-35.57496222
0.14	14	0	-1.007	0.072	2.6356068	1.432395	1.6615782	96.33715812	-2.32620948	-35.56350306
0.15	15	-0.002	-1.008	0.069	2.1772404	1.432395	1.4896908	96.26267358	-2.28037284	-35.59788054
0.16	16	-0.004	-1.01	0.063	1.8334656	1.4896908	1.2605076	96.2855919	-2.29756158	-35.58642138
0.17	17	-0.007	-1.014	0.055	1.432395	1.5469866	1.2032118	96.29705106	-2.30902074	-35.56923264
0.18	18	-0.01	-1.019	0.045	1.0313244	1.5469866	1.145916	96.30851022	-2.3204799	-35.55777348
0.19	19	-0.008	-1.02	0.035	0.9740286	1.5469866	1.2605076	96.3142398	-2.33766864	-35.54058474
0.2	20	-0.003	-1.02	0.032	1.5469866	1.5469866	1.3178034	96.18245946	-2.28037284	-35.57496222
0.21	21	0	-1.02	0.031	2.005353	1.5469866	1.5469866	96.20537778	-2.29756158	-35.56350306
0.22	22	0.006	-1.015	0.032	2.2345362	1.2032118	1.5469866	96.22256652	-2.31475032	-35.5520439
0.23	23	0.009	-1.011	0.032	2.1772404	0.6875496	1.432395	96.24548484	-2.33193906	-35.54631432
0.24	24	0.01	-1.012	0.034	1.7761698	-0.0572958	1.2032118	96.26267358	-2.34339822	-35.54631432
0.25	25	0.005	-1.017	0.034	1.0313244	-0.7448454	0.9740286	96.03349038	-2.21734746	-35.64371718
0.26	26	0	-1.023	0.034	0.286479	-1.145916	0.9167328	96.03921996	-2.22880662	-35.66090592
0.27	27	-0.003	-1.027	0.034	-0.6875496	-1.2032118	0.8021412	96.03349038	-2.2345362	-35.67236508
0.28	28	-0.004	-1.032	0.03	-1.8334656	-1.145916	0.859437	96.01630164	-2.24026578	-35.68382424
0.29	29	-0.005	-1.036	0.031	-3.2658606	-0.7448454	0.9740286	95.98192416	-2.25172494	-35.6952834
0.3	30	-0.002	-1.042	0.031	-4.870143	0.2291832	0.9167328	95.84441424	-2.21734746	-35.71820172
0.31	31	-0.002	-1.041	0.023	-6.3598338	0.8021412	0.9167328	95.78138886	-2.22880662	-35.71247214
