TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.053	-1.002	0.03	-1.432395	-0.7448454	-0.0572958	89.94867642	3.5809875	9.98665794
0.02	2	0.056	-1	0.03	-0.9740286	-0.859437	0.0572958	89.93721726	3.5809875	9.97519878
0.03	3	0.058	-0.998	0.031	-0.6302538	-0.8021412	0.0572958	89.93148768	3.5809875	9.9694692
0.04	4	0.06	-0.999	0.033	-0.3437748	-0.8021412	0	89.9257581	3.5809875	9.95801004
0.05	5	0.062	-1.003	0.032	-0.286479	-0.859437	0.0572958	89.954406	3.59244666	9.9408213
0.06	6	0.061	-1.006	0.03	-0.4010706	-1.0886202	0.1145916	89.94867642	3.59244666	9.92936214
0.07	7	0.058	-1.009	0.031	-0.3437748	-1.4896908	0.1718874	89.94294684	3.59244666	9.91790298
0.08	8	0.056	-1.009	0.031	-0.572958	-1.5469866	0.3437748	89.93721726	3.58671708	9.90071424
0.09	9	0.053	-1.01	0.033	-0.6875496	-1.5469866	0.3437748	89.93148768	3.5809875	9.8835255
0.1	10	0.052	-1.01	0.032	-0.9740286	-1.3750992	0.286479	89.93721726	3.57525792	9.86633676
0.11	11	0.051	-1.01	0.03	-1.0886202	-1.145916	0.2291832	89.9257581	3.57525792	9.8548776
0.12	12	0.053	-1.01	0.03	-1.2032118	-0.9167328	0.286479	89.90856936	3.56952834	9.84341844
0.13	13	0.055	-1.011	0.029	-1.2605076	-0.9740286	0.286479	89.8971102	3.56952834	9.83768886
0.14	14	0.056	-1.01	0.028	-1.2032118	-0.9167328	0.286479	89.88565104	3.56379876	9.8262297
0.15	15	0.058	-1.009	0.028	-1.3750992	-0.7448454	0.2291832	89.88565104	3.56379876	9.81477054
0.16	16	0.058	-1.007	0.027	-1.4896908	-0.6302538	0.1718874	89.8684623	3.56379876	9.80904096
0.17	17	0.057	-1.007	0.025	-1.6042824	-0.5156622	0.286479	89.85127356	3.55806918	9.80331138
0.18	18	0.056	-1.006	0.021	-1.5469866	-0.5156622	0.2291832	89.83408482	3.55806918	9.7975818
0.19	19	0.053	-1.006	0.021	-1.6042824	-0.4583664	0.2291832	89.81689608	3.5523396	9.79185222
0.2	20	0.053	-1.005	0.022	-1.6042824	-0.3437748	0.286479	89.8111665	3.54661002	9.78612264
0.21	21	0.051	-1.003	0.023	-1.432395	-0.1718874	0.1718874	89.79397776	3.54088044	9.78039306
