TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.004	-0.993	0.142	1.0886202	-2.3491278	-0.859437	92.50979868	-0.75057498	-29.72506104
0.02	2	0.005	-0.987	0.21	1.718874	-6.1306506	-1.5469866	92.52698742	-0.72765666	-29.78235684
0.03	3	0.007	-0.987	0.208	2.005353	-6.1879464	-1.4896908	92.54990574	-0.71046792	-29.84538222
0.04	4	0.009	-0.987	0.206	2.1772404	-6.2452422	-1.432395	92.57282406	-0.6875496	-29.90267802
0.05	5	0.012	-0.987	0.206	2.3491278	-6.1879464	-1.4896908	92.68168608	-0.64744254	-29.97143298
0.06	6	0.012	-0.988	0.205	2.291832	-5.9587632	-1.6042824	92.7046044	-0.62452422	-30.02872878
0.07	7	0.012	-0.989	0.207	2.1772404	-5.8441716	-1.718874	92.72752272	-0.6016059	-30.08602458
0.08	8	0.012	-0.988	0.207	2.1772404	-5.7868758	-1.8334656	92.75044104	-0.57868758	-30.14332038
0.09	9	0.011	-0.986	0.207	2.1199446	-5.8441716	-1.8907614	92.77335936	-0.55576926	-30.20061618
0.1	10	0.01	-0.986	0.206	2.1772404	-5.8441716	-1.9480572	92.88222138	-0.5156622	-30.26364156
0.11	11	0.008	-0.985	0.205	2.3491278	-5.7868758	-1.8334656	92.9051397	-0.49274388	-30.32093736
0.12	12	0.009	-0.986	0.207	2.2345362	-5.72958	-1.718874	92.9337876	-0.46982556	-30.37823316
0.13	13	0.008	-0.986	0.206	2.2345362	-5.6722842	-1.5469866	92.95670592	-0.44690724	-30.42979938
0.14	14	0.007	-0.986	0.207	2.3491278	-5.5003968	-1.432395	92.97962424	-0.4297185	-30.48709518
0.15	15	0.009	-0.986	0.208	2.6356068	-5.2139178	-1.3750992	93.09421584	-0.39534102	-30.54439098
0.16	16	0.009	-0.987	0.207	2.8074942	-4.870143	-1.432395	93.12286374	-0.3724227	-30.59022762
0.17	17	0.009	-0.987	0.206	3.151269	-4.5263682	-1.4896908	93.15724122	-0.35523396	-30.63033468
