TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ
0.01,1,0.054,-1.002,0.096,-0.4010706,-1.0313244,-0.3437748,92.19467178,7.8781725,-31.55279706
0.02,2,0.052,-1.002,0.094,-0.5156622,-1.0313244,-0.286479,92.1889422,7.88390208,-31.56425622
0.03,3,0.052,-1.002,0.092,-0.6875496,-0.9740286,-0.4583664,92.18321262,7.88963166,-31.5699858
0.04,4,0.052,-1.003,0.092,-0.6875496,-0.9167328,-0.5156622,92.17175346,7.89536124,-31.58144496
0.05,5,0.052,-1.005,0.092,-0.6875496,-0.9740286,-0.4583664,92.34937044,7.50002022,-31.47258294
0.06,6,0.053,-1.004,0.09,-0.859437,-0.9167328,-0.3437748,92.34364086,7.5057498,-31.4840421
0.07,7,0.052,-1.003,0.089,-0.8021412,-1.0886202,-0.286479,92.3321817,7.51147938,-31.49550126
0.08,8,0.052,-1.003,0.09,-0.9167328,-1.3178034,-0.286479,92.32072254,7.51720896,-31.50696042
0.09,9,0.051,-1.002,0.088,-0.859437,-1.432395,-0.286479,92.30926338,7.51720896,-31.52414916
0.1,10,0.049,-1.002,0.088,-0.9167328,-1.3178034,-0.286479,92.43531414,7.2192708,-31.44966462
0.11,11,0.049,-1.003,0.092,-1.0886202,-1.2605076,-0.3437748,92.4181254,7.22500038,-31.46112378
0.12,12,0.051,-1.002,0.092,-1.2605076,-1.145916,-0.286479,92.40666624,7.23072996,-31.47258294
0.13,13,0.05,-1.001,0.089,-1.3750992,-1.0313244,-0.2291832,92.3894775,7.23072996,-31.4840421
0.14,14,0.05,-1.001,0.087,-1.4896908,-0.859437,-0.2291832,92.37228876,7.23645954,-31.49550126
0.15,15,0.051,-1.001,0.087,-1.4896908,-0.6875496,-0.2291832,92.46969162,6.97862844,-31.43247588
0.16,16,0.053,-1.001,0.084,-1.3750992,-0.8021412,-0.286479,92.45250288,6.97862844,-31.43820546
0.17,17,0.053,-1.004,0.085,-1.3750992,-1.0313244,-0.4010706,92.43531414,6.98435802,-31.44966462
0.18,18,0.055,-1.004,0.085,-1.4896908,-1.4896908,-0.3437748,92.4181254,6.9900876,-31.46112378
0.19,19,0.058,-1.003,0.087,-1.718874,-1.9480572,-0.286479,92.40093666,6.99581718,-31.4840421
0.2,20,0.059,-1.002,0.087,-1.718874,-2.1772404,-0.3437748,92.44104372,6.86403684,-31.46685336
0.21,21,0.06,-1.003,0.084,-1.6615782,-1.8907614,-0.4583664,92.42385498,6.86976642,-31.4840421
0.22,22,0.06,-1.002,0.086,-1.5469866,-1.718874,-0.5156622,92.40666624,6.875496,-31.50696042
0.23,23,0.055,-1.002,0.088,-1.6042824,-1.4896908,-0.6302538,92.38374792,6.88695516,-31.51841958
0.24,24,0.052,-1.001,0.085,-1.5469866,-1.2605076,-0.572958,92.36655918,6.89268474,-31.52987874
0.25,25,0.05,-1,0.087,-1.5469866,-1.2032118,-0.5156622,92.44104372,6.69787902,-31.48977168
0.26,26,0.049,-1.001,0.088,-1.5469866,-1.145916,-0.3437748,92.42385498,6.7036086,-31.50123084
0.27,27,0.049,-0.999,0.087,-1.7761698,-1.0886202,-0.2291832,92.40093666,6.70933818,-31.51269
0.28,28,0.051,-1,0.086,-1.9480572,-1.145916,-0.286479,92.38374792,6.70933818,-31.52414916
0.29,29,0.051,-1.001,0.086,-2.2345362,-1.2032118,-0.286479,92.35510002,6.71506776,-31.53560832
0.3,30,0.052,-1.002,0.084,-2.4064236,-1.0886202,-0.286479,92.39520708,6.57182826,-31.51269
0.31,31,0.053,-1.005,0.086,-2.578311,-0.9167328,-0.286479,92.36655918,6.57755784,-31.51841958
0.32,32,0.055,-1.008,0.085,-2.8074942,-0.859437,-0.2291832,92.33791128,6.58328742,-31.52987874
0.33,33,0.055,-1.01,0.085,-3.0939732,-0.8021412,-0.286479,92.3035338,6.58328742,-31.53560832
0.34,34,0.055,-1.012,0.081,-3.0939732,-0.859437,-0.286479,92.26915632,6.589017,-31.54706748
0.35,35,0.054,-1.014,0.082,-3.151269,-0.8021412,-0.286479,92.29780422,6.46296624,-31.51841958
0.36,36,0.053,-1.014,0.086,-3.2658606,-0.6302538,-0.3437748,92.26342674,6.46869582,-31.52987874
0.37,37,0.052,-1.016,0.087,-3.4950438,-0.4583664,-0.4010706,92.22331968,6.4744254,-31.52987874
0.38,38,0.053,-1.014,0.088,-3.8388186,-0.286479,-0.3437748,92.18321262,6.4744254,-31.53560832
0.39,39,0.054,-1.014,0.088,-4.2398892,-0.286479,-0.286479,92.14310556,6.48015498,-31.5413379
0.4,40,0.058,-1.012,0.088,-4.4117766,-0.4583664,-0.1718874,92.14883514,6.3884817,-31.51841958
0.41,41,0.06,-1.012,0.087,-4.9847346,-0.6302538,-0.1145916,92.09726892,6.3884817,-31.52414916
0.42,42,0.06,-1.012,0.086,-5.3858052,-0.859437,-0.0572958,92.0457027,6.3884817,-31.53560832
0.43,43,0.06,-1.011,0.089,-5.72958,-0.9740286,-0.2291832,91.98267732,6.39421128,-31.5413379
0.44,44,0.059,-1.013,0.089,-5.7868758,-0.9167328,-0.286479,91.92538152,6.39421128,-31.55279706
0.45,45,0.057,-1.014,0.086,-6.016059,-0.859437,-0.3437748,91.9024632,6.3311859,-31.5413379
0.46,46,0.055,-1.014,0.085,-6.2452422,-0.572958,-0.4010706,91.83943782,6.33691548,-31.54706748
0.47,47,0.053,-1.012,0.086,-6.4171296,-0.2291832,-0.5156622,91.77641244,6.33691548,-31.55279706
0.48,48,0.052,-1.011,0.084,-6.589017,0,-0.4583664,91.70765748,6.34264506,-31.55279706
0.49,49,0.055,-1.01,0.082,-6.8182002,0.1145916,-0.4010706,91.63890252,6.34837464,-31.55279706
0.5,50,0.055,-1.01,0.082,-7.161975,-0.0572958,-0.2291832,91.60452504,6.28534926,-31.53560832
0.51,51,0.057,-1.009,0.082,-7.5630456,-0.3437748,-0.1145916,91.5300405,6.28534926,-31.5413379
0.52,52,0.059,-1.01,0.084,-8.1360036,-0.6875496,0,91.4440968,6.28534926,-31.54706748
0.53,53,0.059,-1.011,0.082,-8.59437,-0.6875496,0,91.3581531,6.28534926,-31.55279706
0.54,54,0.06,-1.011,0.077,-8.9381448,-0.6302538,0,91.26647982,6.28534926,-31.56425622
0.55,55,0.057,-1.014,0.078,-9.2246238,-0.7448454,-0.0572958,91.20345444,6.23951262,-31.55852664
0.56,56,0.057,-1.016,0.081,-9.5111028,-1.0313244,-0.2291832,91.10605158,6.23951262,-31.5699858
0.57,57,0.055,-1.018,0.075,-9.6829902,-1.2605076,-0.3437748,91.00864872,6.2452422,-31.58144496
0.58,58,0.054,-1.021,0.073,-9.9694692,-1.0886202,-0.4583664,90.90551628,6.2452422,-31.59290412
0.59,59,0.055,-1.023,0.075,-10.313244,-1.2032118,-0.572958,90.79665426,6.25097178,-31.61009286
0.6,60,0.057,-1.025,0.075,-10.4851314,-1.432395,-0.6875496,90.71644014,6.22232388,-31.61009286
0.61,61,0.058,-1.025,0.075,-10.8289062,-1.2605076,-0.6875496,90.60757812,6.22805346,-31.6272816
0.62,62,0.059,-1.023,0.077,-11.172681,-0.9740286,-0.6302538,90.49298652,6.23378304,-31.63874076
0.63,63,0.059,-1.021,0.071,-11.5737516,-0.9740286,-0.4010706,90.37266534,6.23951262,-31.65019992
0.64,64,0.058,-1.02,0.064,-12.318597,-0.7448454,-0.2291832,90.24661458,6.23951262,-31.6559295
0.65,65,0.057,-1.021,0.063,-13.0061466,-0.4583664,-0.1145916,90.13775256,6.20513514,-31.65019992
0.66,66,0.058,-1.022,0.059,-13.6936962,-0.5156622,0,90.00024264,6.20513514,-31.66165908
0.67,67,0.057,-1.027,0.057,-14.2666542,-0.6302538,0,89.85127356,6.20513514,-31.66738866
0.68,68,0.058,-1.031,0.058,-15.1260912,-0.6302538,-0.1145916,89.6965749,6.20513514,-31.67311824
0.69,69,0.06,-1.032,0.059,-15.9282324,-0.859437,-0.286479,89.53614666,6.21086472,-31.6845774
0.7,70,0.059,-1.032,0.057,-16.615782,-1.5469866,-0.3437748,89.38717758,6.1879464,-31.69603656
0.71,71,0.058,-1.031,0.054,-17.475219,-1.8334656,-0.4010706,89.2095606,6.1879464,-31.7132253
