Task Code,Task ID,Description,Trial ID,Fall_onset_frame,Fall_impact_frame
F01,20,Forward fall when trying to sit down,1,348,429
F01,20,Forward fall when trying to sit down,2,358,427
F01,20,Forward fall when trying to sit down,3,333,404
F01,20,Forward fall when trying to sit down,4,333,406
F01,20,Forward fall when trying to sit down,5,344,416
F02,21,Backward fall when trying to sit down,1,254,315
F02,21,Backward fall when trying to sit down,2,275,341
F02,21,Backward fall when trying to sit down,3,295,363
F02,21,Backward fall when trying to sit down,4,287,351
F02,21,Backward fall when trying to sit down,5,274,333
F03,22,lateral fall when trying to sit down,1,301,363
F03,22,lateral fall when trying to sit down,2,351,406
F03,22,lateral fall when trying to sit down,3,360,417
F03,22,lateral fall when trying to sit down,4,327,383
F04,23,Forward fall when trying to get up,1,367,445
F04,23,Forward fall when trying to get up,2,361,445
F04,23,Forward fall when trying to get up,3,361,438
F04,23,Forward fall when trying to get up,4,350,428
F04,23,Forward fall when trying to get up,5,362,441
F05,24,lateral fall when trying to get up,1,401,468
F05,24,lateral fall when trying to get up,2,411,474
F05,24,lateral fall when trying to get up,3,401,471
F05,24,lateral fall when trying to get up,5,355,425
F06,25,"Forward fall while sitting, caused by fainting",2,342,443
F06,25,"Forward fall while sitting, caused by fainting",3,342,423
F06,25,"Forward fall while sitting, caused by fainting",4,328,412
F06,25,"Forward fall while sitting, caused by fainting",5,365,457
F07,26,"lateral fall while sitting, caused by fainting",2,333,397
F07,26,"lateral fall while sitting, caused by fainting",3,327,403
F07,26,"lateral fall while sitting, caused by fainting",4,334,398
F07,26,"lateral fall while sitting, caused by fainting",5,340,416
F08,27,"Backward fall while sitting, caused by fainting",1,315,376
F08,27,"Backward fall while sitting, caused by fainting",2,307,370
F08,27,"Backward fall while sitting, caused by fainting",4,306,368
F08,27,"Backward fall while sitting, caused by fainting",5,294,363
F09,28,Vertical(forward) fall while walking caused by fainting,1,388,467
F09,28,Vertical(forward) fall while walking caused by fainting,2,372,446
F09,28,Vertical(forward) fall while walking caused by fainting,3,368,444
F09,28,Vertical(forward) fall while walking caused by fainting,5,375,450
F10,29,"Fall while walking, with use of hands in a table to dampen fall, caused by fainting",1,540,622
F10,29,"Fall while walking, with use of hands in a table to dampen fall, caused by fainting",2,575,652
F10,29,"Fall while walking, with use of hands in a table to dampen fall, caused by fainting",3,538,620
F10,29,"Fall while walking, with use of hands in a table to dampen fall, caused by fainting",4,737,822
F10,29,"Fall while walking, with use of hands in a table to dampen fall, caused by fainting",5,537,618
F11,30,Forward fall while walking caused by a trip,1,285,352
F11,30,Forward fall while walking caused by a trip,2,277,346
F11,30,Forward fall while walking caused by a trip,3,288,356
F11,30,Forward fall while walking caused by a trip,4,272,337
F11,30,Forward fall while walking caused by a trip,5,258,320
F12,31,Forward fall while jogging caused by a trip,1,190,234
F12,31,Forward fall while jogging caused by a trip,2,195,250
F12,31,Forward fall while jogging caused by a trip,3,183,233
F12,31,Forward fall while jogging caused by a trip,5,208,264
F13,32,Forward fall while walking caused by a slip,1,260,319
F13,32,Forward fall while walking caused by a slip,2,270,324
F13,32,Forward fall while walking caused by a slip,3,251,319
F13,32,Forward fall while walking caused by a slip,4,261,316
F13,32,Forward fall while walking caused by a slip,5,251,314
F14,33,Forward lateral fall while walking caused by a slip,1,275,340
F14,33,Forward lateral fall while walking caused by a slip,2,293,363
F14,33,Forward lateral fall while walking caused by a slip,3,293,357
F14,33,Forward lateral fall while walking caused by a slip,4,302,363
F14,33,Forward lateral fall while walking caused by a slip,5,300,361
F15,34,Backward fall while walking caused by a slip,1,374,434
F15,34,Backward fall while walking caused by a slip,2,375,433
F15,34,Backward fall while walking caused by a slip,3,370,451
F15,34,Backward fall while walking caused by a slip,4,352,428
F15,34,Backward fall while walking caused by a slip,5,367,432
