TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.067	-1.005	0.067	0.9740286	-0.2291832	-0.0572958	94.48650378	-2.04546006	9.54548028
0.02	2	-0.069	-1.005	0.068	1.0313244	-0.286479	0	94.49796294	-2.04546006	9.5397507
0.03	3	-0.07	-1.005	0.066	0.7448454	-0.286479	0.1718874	94.5094221	-2.04546006	9.5397507
0.04	4	-0.07	-1.005	0.066	0.572958	-0.286479	0.2291832	94.51515168	-2.05118964	9.53402112
0.05	5	-0.067	-1.005	0.066	0.4583664	-0.1145916	0.2291832	94.38337134	-2.1485925	9.55120986
0.06	6	-0.064	-1.004	0.066	0.4010706	-0.1718874	0.1718874	94.38910092	-2.1485925	9.55120986
0.07	7	-0.064	-1.005	0.065	0.286479	-0.1145916	0.1718874	94.38910092	-2.1485925	9.55120986
0.08	8	-0.064	-1.002	0.062	0.286479	-0.0572958	0.286479	94.3948305	-2.15432208	9.55120986
0.09	9	-0.066	-1.003	0.062	0.4583664	-0.1718874	0.3437748	94.40056008	-2.15432208	9.54548028
0.1	10	-0.068	-1.003	0.069	0.5156622	-0.286479	0.3437748	94.32607554	-2.2345362	9.55693944
0.11	11	-0.068	-1.005	0.069	0.3437748	-0.4010706	0.1718874	94.32607554	-2.2345362	9.55120986
0.12	12	-0.068	-1.004	0.066	0.1145916	-0.6875496	0.0572958	94.33180512	-2.2345362	9.54548028
0.13	13	-0.068	-1.003	0.068	0.0572958	-0.6875496	0	94.33180512	-2.2345362	9.5397507
0.14	14	-0.069	-1.002	0.069	0	-0.5156622	-0.1718874	94.33180512	-2.22880662	9.53402112
0.15	15	-0.07	-1.002	0.069	0	-0.286479	-0.3437748	94.24013184	-2.31475032	9.54548028
0.16	16	-0.07	-1.002	0.07	0	-0.2291832	-0.4583664	94.24013184	-2.30902074	9.5397507
0.17	17	-0.068	-1.002	0.074	-0.0572958	-0.0572958	-0.4010706	94.24013184	-2.30329116	9.5397507
0.18	18	-0.067	-1.002	0.075	-0.1145916	0	-0.286479	94.24013184	-2.30329116	9.5397507
0.19	19	-0.065	-1.003	0.073	-0.3437748	0.1145916	0	94.23440226	-2.30329116	9.54548028
0.2	20	-0.063	-1.004	0.07	-0.4583664	0.0572958	0.2291832	94.14845856	-2.36058696	9.55693944
0.21	21	-0.061	-1.003	0.069	-0.3437748	-0.3437748	0.5156622	94.14272898	-2.36631654	9.55120986
0.22	22	-0.061	-1.003	0.068	0	-0.6875496	0.6302538	94.14272898	-2.37204612	9.54548028
0.23	23	-0.067	-1.002	0.07	0.1718874	-0.6875496	0.6302538	94.14272898	-2.3777757	9.5397507
0.24	24	-0.07	-1.003	0.073	0.3437748	-0.4010706	0.5156622	94.14845856	-2.38350528	9.53402112
0.25	25	-0.071	-1.006	0.074	0.4010706	-0.1145916	0.3437748	94.07397402	-2.46944898	9.54548028
0.26	26	-0.069	-1.007	0.074	0.3437748	0	0.2291832	94.07397402	-2.46944898	9.54548028
0.27	27	-0.066	-1.006	0.079	0.4583664	-0.3437748	0.0572958	94.0797036	-2.46944898	9.5397507
0.28	28	-0.064	-1.009	0.081	0.2291832	-0.6875496	-0.0572958	94.08543318	-2.46944898	9.53402112
