TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.013	-0.997	0.178	0	0.0572958	0.1145916	97.75236438	-0.4583664	-22.99280454
0.02	2	-0.013	-0.995	0.183	0	0	0.1718874	97.75236438	-0.46409598	-22.99280454
0.03	3	-0.012	-0.993	0.184	-0.0572958	0.1145916	0.1718874	97.75236438	-0.46409598	-22.98707496
0.04	4	-0.012	-0.991	0.185	0	0.2291832	0.1718874	97.75236438	-0.46982556	-22.98707496
0.05	5	-0.013	-0.989	0.184	0.1145916	0.2291832	0.0572958	97.84403766	-0.46409598	-22.99280454
0.06	6	-0.012	-0.988	0.182	0	0.1718874	0	97.84403766	-0.46409598	-22.99280454
0.07	7	-0.013	-0.988	0.182	0.2291832	0.0572958	0	97.84976724	-0.46982556	-22.98707496
0.08	8	-0.014	-0.987	0.183	0.4010706	0	0	97.84976724	-0.46982556	-22.98707496
0.09	9	-0.014	-0.989	0.184	0.4583664	0	0	97.85549682	-0.46982556	-22.98707496
0.1	10	-0.014	-0.99	0.184	0.4010706	0	0	97.92425178	-0.46982556	-22.99280454
0.11	11	-0.014	-0.991	0.182	0.572958	0	0.1145916	97.92998136	-0.46982556	-22.99280454
0.12	12	-0.013	-0.993	0.185	0.6302538	-0.0572958	0.0572958	97.94144052	-0.46982556	-22.99280454
0.13	13	-0.013	-0.994	0.187	0.4583664	-0.1145916	0.0572958	97.94144052	-0.46982556	-22.99853412
0.14	14	-0.013	-0.995	0.184	0.3437748	0	0.0572958	97.9471701	-0.46982556	-22.99853412
0.15	15	-0.015	-0.994	0.183	0.286479	0.0572958	0.0572958	98.06749128	-0.48128472	-23.0042637
0.16	16	-0.014	-0.995	0.185	0.286479	0	0.1145916	98.06749128	-0.48128472	-23.0042637
0.17	17	-0.014	-0.995	0.184	0.1718874	-0.1145916	0.0572958	98.07322086	-0.48128472	-23.00999328
0.18	18	-0.015	-0.993	0.186	0.1718874	-0.1718874	0	98.07322086	-0.4870143	-23.00999328
0.19	19	-0.016	-0.992	0.184	0.2291832	-0.2291832	-0.0572958	98.07322086	-0.48128472	-23.00999328
0.2	20	-0.017	-0.994	0.185	0.1718874	-0.1145916	-0.1718874	98.18781246	-0.50420304	-23.02718202
0.21	21	-0.016	-0.994	0.185	0.1718874	-0.0572958	-0.1718874	98.18781246	-0.49847346	-23.02718202
0.22	22	-0.016	-0.995	0.185	0.0572958	0	-0.2291832	98.19354204	-0.49847346	-23.02718202
0.23	23	-0.015	-0.995	0.185	-0.0572958	-0.1145916	-0.1718874	98.18781246	-0.49274388	-23.02718202
0.24	24	-0.015	-0.993	0.187	-0.1718874	-0.1145916	-0.0572958	98.18781246	-0.49274388	-23.02718202
0.25	25	-0.015	-0.991	0.186	-0.2291832	-0.0572958	0	98.28521532	-0.49847346	-23.03864118
0.26	26	-0.014	-0.99	0.186	-0.2291832	0	0	98.27948574	-0.49847346	-23.03864118
0.27	27	-0.015	-0.991	0.186	-0.3437748	0	0	98.27948574	-0.49847346	-23.03864118
0.28	28	-0.015	-0.992	0.186	-0.286479	0	0.1145916	98.27375616	-0.49847346	-23.03864118
0.29	29	-0.014	-0.992	0.187	-0.1145916	0	0.1145916	98.27375616	-0.49847346	-23.03864118
0.3	30	-0.013	-0.994	0.188	-0.0572958	0	0.1145916	98.38834776	-0.49274388	-23.04437076
0.31	31	-0.012	-0.991	0.188	-0.286479	0.1145916	0.1145916	98.38261818	-0.49274388	-23.04437076
0.32	32	-0.013	-0.99	0.187	-0.4010706	0.0572958	0.0572958	98.38261818	-0.49847346	-23.04437076
0.33	33	-0.013	-0.992	0.19	-0.3437748	0.1718874	0	98.3768886	-0.49274388	-23.03864118
0.34	34	-0.013	-0.994	0.189	-0.4583664	0.3437748	-0.1718874	98.37115902	-0.49274388	-23.03864118
0.35	35	-0.014	-0.998	0.188	-0.5156622	0.2291832	-0.2291832	98.4055365	-0.49274388	-23.03864118
0.36	36	-0.016	-1	0.189	-0.4583664	0.1145916	-0.1145916	98.39980692	-0.49274388	-23.03864118
0.37	37	-0.017	-0.999	0.189	-0.3437748	0.0572958	0	98.39980692	-0.49274388	-23.0329116
0.38	38	-0.016	-0.995	0.19	-0.4583664	0.0572958	0	98.39407734	-0.49274388	-23.0329116
0.39	39	-0.014	-0.988	0.192	-0.572958	0.0572958	0.0572958	98.38834776	-0.49847346	-23.0329116
0.4	40	-0.013	-0.986	0.191	-0.6875496	0.1145916	0.0572958	98.42272524	-0.49847346	-23.03864118
0.41	41	-0.014	-0.986	0.192	-1.0886202	0.3437748	-0.1145916	98.41126608	-0.49847346	-23.0329116
0.42	42	-0.013	-0.988	0.189	-1.0886202	0.4583664	-0.2291832	98.39980692	-0.49274388	-23.02718202
0.43	43	-0.012	-0.992	0.184	-1.0886202	0.6302538	-0.3437748	98.38834776	-0.49274388	-23.02145244
0.44	44	-0.013	-0.994	0.184	-0.9167328	0.5156622	-0.286479	98.3768886	-0.4870143	-23.01572286
0.45	45	-0.015	-0.995	0.185	-0.7448454	0.4010706	-0.1145916	98.4055365	-0.49274388	-23.01572286
0.46	46	-0.016	-0.994	0.186	-0.6302538	0.286479	-0.1145916	98.39980692	-0.49274388	-23.00999328
0.47	47	-0.018	-0.99	0.188	-0.286479	0	-0.0572958	98.39407734	-0.4870143	-23.00999328
0.48	48	-0.019	-0.988	0.189	-0.1718874	0	-0.0572958	98.39407734	-0.4870143	-23.00999328
0.49	49	-0.017	-0.987	0.187	0	0.0572958	0	98.39407734	-0.4870143	-23.00999328
0.5	50	-0.016	-0.988	0.185	0	0.1718874	0.0572958	98.44564356	-0.49847346	-23.00999328
0.51	51	-0.014	-0.989	0.185	0	0.286479	0.1145916	98.44564356	-0.49847346	-23.00999328
0.52	52	-0.015	-0.99	0.185	0.1145916	0.286479	0.1718874	98.44564356	-0.50420304	-23.0042637
0.53	53	-0.014	-0.992	0.183	0.286479	0.286479	0.1718874	98.45137314	-0.50420304	-23.0042637
0.54	54	-0.014	-0.992	0.184	0.2291832	0.4010706	0.1718874	98.45137314	-0.50993262	-22.99853412
0.55	55	-0.015	-0.993	0.186	0.286479	0.4010706	0.1145916	98.49720978	-0.50993262	-22.99853412
0.56	56	-0.015	-0.993	0.186	0.286479	0.4010706	0.0572958	98.50293936	-0.5156622	-22.99280454
0.57	57	-0.015	-0.994	0.186	0.286479	0.286479	0	98.50293936	-0.5156622	-22.99280454
0.58	58	-0.015	-0.994	0.187	0.2291832	0.2291832	0.0572958	98.50866894	-0.5156622	-22.99280454
0.59	59	-0.012	-0.995	0.185	0.1718874	0.286479	0	98.50866894	-0.5156622	-22.98707496
0.6	60	-0.01	-0.995	0.185	0	0.4583664	0	98.56596474	-0.49847346	-22.98134538
0.61	61	-0.008	-0.997	0.184	-0.0572958	0.5156622	0	98.56596474	-0.50420304	-22.9756158
0.62	62	-0.008	-0.997	0.186	0	0.4583664	0.1145916	98.56023516	-0.50420304	-22.9756158
0.63	63	-0.009	-0.994	0.185	0	0.286479	0.1145916	98.56023516	-0.50420304	-22.96988622
0.64	64	-0.012	-0.99	0.185	0	0.1145916	0.1718874	98.56023516	-0.50993262	-22.96988622
0.65	65	-0.011	-0.986	0.185	0.0572958	0.0572958	0.286479	98.62899012	-0.50420304	-22.96988622
