TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.071	-0.999	0.1	-4.0680018	5.0420304	2.3491278	95.71836348	1.40947668	-23.33657934
0.02	2	-0.092	-1.001	0.096	-4.6982556	6.875496	2.578311	95.67252684	1.3750992	-23.27355396
0.03	3	-0.089	-1.001	0.102	-4.297185	7.0473834	1.8334656	95.63241978	1.3464513	-23.204799
0.04	4	-0.084	-0.999	0.112	-3.9534102	7.5630456	1.0313244	95.59231272	1.32926256	-23.13031446
0.05	5	-0.078	-0.996	0.118	-3.6096354	8.0787078	0.2291832	95.55793524	1.28342592	-23.04437076
0.06	6	-0.071	-0.996	0.123	-3.5523396	8.4224826	-0.3437748	95.51782818	1.27769634	-22.96415664
0.07	7	-0.062	-0.995	0.126	-3.724227	8.4797784	-0.6302538	95.4834507	1.27196676	-22.87821294
0.08	8	-0.053	-0.997	0.124	-3.6669312	8.021412	-0.8021412	95.44334364	1.27196676	-22.79799882
0.09	9	-0.042	-1.001	0.119	-3.5523396	6.589017	-0.859437	95.40896616	1.27196676	-22.73497344
0.1	10	-0.033	-1	0.118	-3.6096354	4.4117766	-0.8021412	95.37458868	1.24904844	-22.68340722
0.11	11	-0.026	-0.999	0.117	-3.4950438	1.9480572	-0.9167328	95.3402112	1.25477802	-22.6604889
0.12	12	-0.02	-0.999	0.114	-3.6096354	-0.7448454	-1.2032118	95.30010414	1.27196676	-22.67194806
0.13	13	-0.019	-0.999	0.109	-4.1252976	-3.7815228	-1.5469866	95.25999708	1.2891555	-22.70632554
0.14	14	-0.017	-0.998	0.105	-4.6982556	-6.9900876	-1.8907614	95.20843086	1.3178034	-22.7750805
0.15	15	-0.016	-0.994	0.099	-5.0420304	-10.2559482	-2.4064236	95.15686464	1.3464513	-22.87248336
0.16	16	-0.014	-0.99	0.099	-5.156622	-13.8655836	-3.0366774	95.09956884	1.39228794	-23.0042637
0.17	17	-0.012	-0.986	0.098	-5.3858052	-17.761698	-3.724227	95.04227304	1.44958374	-23.1761511
0.18	18	-0.017	-0.99	0.097	-5.3858052	-20.3973048	-4.4690724	94.98497724	1.5183387	-23.3766864
0.19	19	-0.024	-0.997	0.093	-5.0420304	-22.8610242	-5.156622	94.93341102	1.59282324	-23.59441044
0.2	20	-0.036	-1.011	0.087	-4.4690724	-24.7517856	-5.9014674	94.8818448	1.67303736	-23.82932322
0.21	21	-0.046	-1.024	0.081	-4.6982556	-25.4393352	-6.9327918	94.83027858	1.76471064	-24.07569516
0.22	22	-0.052	-1.048	0.068	-5.5576926	-25.1528562	-7.9641162	94.7672532	1.87357266	-24.31633752
0.23	23	-0.052	-1.067	0.05	-7.2765666	-24.0069402	-9.5683986	94.68703908	1.99389384	-24.54552072
0.24	24	-0.044	-1.068	0.033	-9.6256944	-20.8556712	-12.3758928	94.58390664	2.13713334	-24.74032644
0.25	25	-0.031	-1.052	0.009	-12.032118	-14.2093584	-15.9855282	94.4521263	2.30329116	-24.87210678
0.26	26	-0.009	-1.026	-0.008	-14.037471	-6.6463128	-18.1054728	94.3088868	2.4923673	-24.923673
0.27	27	0.023	-0.979	-0.019	-16.329303	0.9740286	-18.3919518	94.14272898	2.66998428	-24.90075468
0.28	28	0.05	-0.926	-0.02	-17.475219	6.1306506	-16.1574156	93.965112	2.82468294	-24.83199972
0.29	29	0.066	-0.872	-0.001	-18.907614	7.3911582	-11.45916	93.77603586	2.92781538	-24.7517856
0.3	30	0.066	-0.832	0.02	-20.8556712	5.7868758	-4.9847346	93.5640414	2.97365202	-24.6944898
0.31	31	0.056	-0.825	0.063	-21.6578124	3.6096354	2.0626488	93.34631736	2.9507337	-24.66011232
0.32	32	0.066	-0.867	0.1	-19.8243468	4.5263682	7.3338624	93.14578206	2.87051958	-24.62573484
0.33	33	0.084	-0.956	0.13	-15.4125702	6.302538	8.9381448	92.9910834	2.77311672	-24.56843904
0.34	34	0.086	-1.06	0.156	-8.7089616	4.8128472	7.6776372	92.9051397	2.6929026	-24.52833198
0.35	35	0.085	-1.153	0.17	-3.2658606	0.9167328	5.0420304	92.88222138	2.64706596	-24.5226024
0.36	36	0.1	-1.192	0.184	-1.6042824	-2.6929026	2.1772404	92.86503264	2.62987722	-24.5512503
0.37	37	0.125	-1.168	0.208	-2.291832	-5.3285094	-0.4583664	92.84211432	2.6356068	-24.60281652
0.38	38	0.139	-1.106	0.229	-4.0680018	-7.3911582	-3.4950438	92.79627768	2.67571386	-24.67157148
0.39	39	0.123	-1.048	0.227	-6.589017	-8.5370742	-7.0473834	92.72752272	2.75592798	-24.75751518
0.4	40	0.086	-1.035	0.211	-9.167328	-9.2819196	-10.0840608	92.6473086	2.86479	-24.84345888
0.41	41	0.034	-1.053	0.199	-10.5424272	-9.2246238	-11.8602306	92.532717	2.98511118	-24.92940258
