TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.036	-1.01	0.051	-4.583664	0.3437748	1.432395	92.3608296	0.10313244	-19.97904546
0.02	2	-0.053	-1.013	0.046	-7.9641162	2.3491278	2.005353	92.28061548	0.08021412	-19.96185672
0.03	3	-0.054	-1.015	0.044	-8.4797784	4.1825934	2.5210152	92.1889422	0.05156622	-19.92174966
0.04	4	-0.052	-1.02	0.037	-9.0527364	4.9847346	3.3231564	92.09726892	0.01145916	-19.87018344
0.05	5	-0.046	-1.023	0.029	-9.3392154	4.7555514	4.3544808	91.99413648	-0.03437748	-19.8243468
0.06	6	-0.042	-1.023	0.023	-8.9954406	4.0680018	5.3858052	91.9024632	-0.09167328	-19.78423974
0.07	7	-0.04	-1.017	0.021	-8.8235532	3.3231564	6.2452422	91.8165195	-0.16042824	-19.75559184
0.08	8	-0.04	-1.01	0.024	-9.2819196	2.5210152	6.8182002	91.71911664	-0.2291832	-19.73267352
0.09	9	-0.044	-1.002	0.024	-9.6256944	1.432395	7.1046792	91.62171378	-0.30366774	-19.72694394
0.1	10	-0.047	-0.998	0.018	-9.8548776	-0.1145916	7.3911582	91.51858134	-0.38388186	-19.72694394
0.11	11	-0.047	-0.999	0.013	-9.9121734	-1.6042824	7.734933	91.4154489	-0.46409598	-19.74413268
0.12	12	-0.047	-1.001	0.009	-9.9121734	-2.86479	7.8495246	91.31231646	-0.53858052	-19.77851016
0.13	13	-0.051	-1.003	0.007	-9.7975818	-3.8388186	7.734933	91.2149136	-0.61306506	-19.81861722
0.14	14	-0.06	-1.002	0.009	-9.3392154	-4.6409598	7.2765666	91.12324032	-0.6875496	-19.86445386
0.15	15	-0.071	-0.999	0.011	-8.6516658	-5.6149884	6.6463128	91.03156704	-0.76203414	-19.92174966
0.16	16	-0.077	-0.997	0.014	-8.4224826	-6.6463128	6.0733548	90.94562334	-0.81932994	-19.98477504
0.17	17	-0.081	-0.999	0.02	-8.1932994	-8.1932994	5.72958	90.86540922	-0.87662574	-20.07071874
0.18	18	-0.081	-1.001	0.025	-8.1360036	-9.8548776	5.72958	90.7851951	-0.92819196	-20.1681216
0.19	19	-0.079	-1.002	0.025	-8.021412	-11.8029348	5.5576926	90.71071056	-0.97975818	-20.28844278
0.2	20	-0.077	-1.001	0.023	-7.5057498	-13.9228794	5.0993262	90.63622602	-1.03705398	-20.4259527
0.21	21	-0.074	-0.995	0.023	-6.589017	-15.8709366	4.4117766	90.57320064	-1.07143146	-20.58065136
0.22	22	-0.072	-0.988	0.026	-5.443101	-17.8762896	3.437748	90.52163442	-1.10007936	-20.75826834
0.23	23	-0.07	-0.976	0.031	-4.3544808	-20.05353	2.2345362	90.48725694	-1.1172681	-20.95880364
0.24	24	-0.067	-0.969	0.038	-3.151269	-22.5172494	1.145916	90.45860904	-1.12299768	-21.18225726
0.25	25	-0.067	-0.965	0.043	-2.6929026	-24.1215318	0.572958	90.4414203	-1.12872726	-21.41717004
0.26	26	-0.069	-0.961	0.046	-2.2345362	-25.6685184	0.2291832	90.42996114	-1.12299768	-21.67500114
0.27	27	-0.072	-0.961	0.05	-1.6042824	-27.0436176	0.1718874	90.41850198	-1.11153852	-21.93856182
0.28	28	-0.079	-0.967	0.053	-1.2032118	-28.3041252	0.3437748	90.41850198	-1.10580894	-22.21931124
0.29	29	-0.084	-0.973	0.053	-0.6875496	-29.3927454	0.3437748	90.41850198	-1.10007936	-22.51151982
0.3	30	-0.089	-0.979	0.051	0.0572958	-30.653253	0.1718874	90.43569072	-1.10007936	-22.80945798
0.31	31	-0.092	-0.988	0.052	0.9167328	-31.9137606	-0.286479	90.45287946	-1.0886202	-23.12458488
0.32	32	-0.092	-1.003	0.049	1.3178034	-33.518043	-1.0886202	90.47579778	-1.06570188	-23.45690052
0.33	33	-0.09	-1.012	0.039	0.9740286	-35.1796212	-1.8334656	90.4987161	-1.0313244	-23.8064049
0.34	34	-0.084	-1.018	0.031	0.2291832	-37.24227	-2.7501984	90.51590484	-0.99121734	-24.17309802
0.35	35	-0.072	-1.021	0.026	-0.4010706	-38.8465524	-4.0680018	90.52163442	-0.9453807	-24.55697988
0.36	36	-0.054	-1.024	0.037	-0.9740286	-40.3362432	-5.8441716	90.52163442	-0.87089616	-24.9523209
0.37	37	-0.044	-1.033	0.045	-2.005353	-41.6540466	-8.0787078	90.51017526	-0.7734933	-25.36485066
0.38	38	-0.043	-1.046	0.037	-2.86479	-42.4561878	-10.2559482	90.49298652	-0.6589017	-25.78311
0.39	39	-0.039	-1.054	0.009	-2.8074942	-41.4821592	-12.0894138	90.47579778	-0.52139178	-26.18991018
0.4	40	-0.038	-1.049	-0.016	-3.2085648	-36.5547204	-14.037471	90.44714988	-0.3724227	-26.55087372
0.41	41	-0.035	-1.039	-0.03	-4.8128472	-30.1375908	-15.2979786	90.40131324	-0.21199446	-26.84881188
0.42	42	-0.035	-1.018	-0.047	-7.3911582	-22.9756158	-15.469866	90.3268287	-0.04583664	-27.07799508
0.43	43	-0.029	-0.974	-0.063	-10.7143146	-15.8709366	-14.4958374	90.22369626	0.09167328	-27.23269374
0.44	44	-0.019	-0.921	-0.067	-13.0634424	-9.3965112	-12.4331886	90.09191592	0.21772404	-27.32436702
0.45	45	-0.013	-0.882	-0.068	-13.9801752	-5.156622	-9.3392154	89.93721726	0.30939732	-27.38166282
