TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.002	-1.007	0.08	-0.1145916	0.3437748	-0.4010706	93.40934274	0.07448454	-23.77202742
0.02	2	0	-1.007	0.08	-0.1718874	0	-0.3437748	93.40361316	0.07448454	-23.77202742
0.03	3	0.001	-1.006	0.08	-0.1718874	0.0572958	-0.2291832	93.40361316	0.08021412	-23.77202742
0.04	4	0	-1.004	0.08	-0.1718874	0.286479	-0.2291832	93.40361316	0.08021412	-23.77202742
0.05	5	0	-1.005	0.081	-0.1718874	0.1718874	-0.286479	93.40361316	0.09167328	-23.76056826
0.06	6	0	-1.007	0.085	-0.286479	0.286479	-0.2291832	93.39788358	0.09740286	-23.76056826
0.07	7	0	-1.008	0.085	-0.4010706	0.1718874	-0.286479	93.392154	0.09740286	-23.76056826
0.08	8	0	-1.008	0.086	-0.572958	0.286479	-0.2291832	93.38642442	0.10313244	-23.75483868
0.09	9	0.001	-1.008	0.086	-0.8021412	0.286479	0	93.38069484	0.10313244	-23.7491091
0.1	10	0.001	-1.005	0.085	-0.9740286	0.3437748	0	93.37496526	0.10886202	-23.74337952
0.11	11	0	-1.002	0.081	-0.9167328	0.3437748	-0.0572958	93.3635061	0.1145916	-23.74337952
0.12	12	0	-1.001	0.078	-0.7448454	0.1718874	-0.0572958	93.35777652	0.1145916	-23.73764994
0.13	13	-0.002	-1.001	0.077	-0.6875496	0.1145916	-0.1145916	93.34631736	0.1145916	-23.73764994
0.14	14	-0.001	-1.002	0.077	-0.572958	0.286479	-0.1718874	93.34058778	0.1145916	-23.73192036
0.15	15	-0.001	-1.003	0.077	-0.4583664	0.3437748	-0.2291832	93.32339904	0.12032118	-23.72619078
0.16	16	0	-1.005	0.076	-0.4010706	0.4010706	-0.2291832	93.32339904	0.12605076	-23.72619078
0.17	17	0	-1.005	0.079	-0.4583664	0.3437748	-0.286479	93.31766946	0.12605076	-23.7204612
0.18	18	0.001	-1.006	0.079	-0.4583664	0.5156622	-0.286479	93.31193988	0.13178034	-23.71473162
0.19	19	0.001	-1.008	0.08	-0.6302538	0.6875496	-0.286479	93.3062103	0.13178034	-23.70900204
0.2	20	0.001	-1.01	0.077	-0.6875496	0.6302538	-0.2291832	93.28902156	0.14896908	-23.69754288
0.21	21	0.002	-1.007	0.077	-0.572958	0.5156622	-0.4010706	93.28329198	0.14896908	-23.6918133
0.22	22	0	-1.005	0.079	-0.5156622	0.286479	-0.4010706	93.2775624	0.15469866	-23.6918133
0.23	23	0	-1.002	0.08	-0.572958	0.4010706	-0.4010706	93.27183282	0.16042824	-23.68608372
0.24	24	0	-1.002	0.078	-0.6302538	0.5156622	-0.4583664	93.26610324	0.16615782	-23.68035414
0.25	25	0.001	-1.005	0.081	-0.4583664	0.572958	-0.6302538	93.27183282	0.17761698	-23.66889498
0.26	26	0	-1.005	0.081	-0.6302538	0.3437748	-0.6302538	93.26037366	0.18334656	-23.6631654
0.27	27	0.001	-1.005	0.079	-0.6302538	0.3437748	-0.6875496	93.25464408	0.18907614	-23.6631654
