TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.068	-1.003	-0.039	0.1145916	-0.1718874	0.4010706	85.62284352	-3.9820581	-15.30370818
0.02	2	-0.068	-1.004	-0.033	0.2291832	-0.1718874	0.286479	85.62284352	-3.9820581	-15.30370818
0.03	3	-0.067	-1.004	-0.036	0.1145916	0	0.1145916	85.62284352	-3.9820581	-15.30370818
0.04	4	-0.065	-1.006	-0.035	0.1145916	0.1145916	0.1145916	85.6285731	-3.98778768	-15.30370818
0.05	5	-0.063	-1.009	-0.034	0.0572958	0	0.1718874	85.73743512	-3.90757356	-15.34381524
0.06	6	-0.062	-1.008	-0.035	0.0572958	-0.4583664	0.3437748	85.73743512	-3.91330314	-15.34954482
0.07	7	-0.064	-1.007	-0.035	0.1145916	-0.572958	0.4010706	85.73743512	-3.91903272	-15.3552744
0.08	8	-0.064	-1.006	-0.035	0.1718874	-0.4583664	0.4010706	85.7431647	-3.9247623	-15.36100398
0.09	9	-0.066	-1.005	-0.035	0.2291832	-0.1718874	0.3437748	85.7431647	-3.9247623	-15.36100398
0.1	10	-0.064	-1.005	-0.035	0.2291832	-0.1718874	0.2291832	85.80619008	-3.89038482	-15.3839223
0.11	11	-0.067	-1.002	-0.035	0.286479	-0.0572958	0.2291832	85.80619008	-3.89038482	-15.38965188
0.12	12	-0.066	-1.003	-0.035	0.2291832	-0.2291832	0.2291832	85.81191966	-3.8961144	-15.38965188
0.13	13	-0.067	-1.001	-0.036	0.1718874	-0.1145916	0.2291832	85.81191966	-3.8961144	-15.38965188
0.14	14	-0.066	-1.002	-0.035	0.2291832	0	0.2291832	85.81764924	-3.90184398	-15.38965188
0.15	15	-0.067	-1.003	-0.035	0.1718874	-0.1145916	0.2291832	85.96088874	-3.8388186	-15.43548852
0.16	16	-0.065	-1.002	-0.035	0.2291832	-0.1145916	0.2291832	85.96088874	-3.8388186	-15.43548852
0.17	17	-0.066	-1.001	-0.036	0.1145916	-0.0572958	0.1718874	85.96088874	-3.84454818	-15.43548852
0.18	18	-0.066	-1.001	-0.036	0.2291832	-0.0572958	0.1718874	85.96661832	-3.84454818	-15.43548852
0.19	19	-0.066	-1.003	-0.036	0.1145916	-0.0572958	0.1718874	85.96661832	-3.84454818	-15.43548852
0.2	20	-0.065	-1.003	-0.036	0.1718874	-0.1145916	0.2291832	86.0582916	-3.80444112	-15.46413642
0.21	21	-0.065	-1.003	-0.035	0.1718874	-0.0572958	0.2291832	86.0582916	-3.80444112	-15.46413642
0.22	22	-0.065	-1.005	-0.036	0.2291832	0	0.286479	86.06402118	-3.8101707	-15.46413642
0.23	23	-0.067	-1.006	-0.036	0.286479	0	0.3437748	86.06402118	-3.81590028	-15.46413642
0.24	24	-0.066	-1.006	-0.036	0.286479	-0.0572958	0.4010706	86.06975076	-3.81590028	-15.46413642
0.25	25	-0.065	-1.005	-0.037	0.2291832	0	0.4010706	86.09839866	-3.79871154	-15.47559558
0.26	26	-0.066	-1.007	-0.036	0.2291832	0.1145916	0.1718874	86.10412824	-3.79871154	-15.47559558
0.27	27	-0.063	-1.006	-0.037	0.0572958	0.2291832	0	86.10412824	-3.79871154	-15.47559558
0.28	28	-0.063	-1.005	-0.038	0.1145916	0.1145916	-0.0572958	86.10412824	-3.79871154	-15.469866
0.29	29	-0.065	-1.005	-0.036	0	0.1145916	-0.1145916	86.10412824	-3.79871154	-15.469866
0.3	30	-0.065	-1.005	-0.037	0	0.1145916	-0.0572958	86.1442353	-3.75860448	-15.48705474
0.31	31	-0.064	-1.004	-0.037	0	0	-0.0572958	86.1442353	-3.75860448	-15.48705474
0.32	32	-0.064	-1.005	-0.035	0	0	-0.0572958	86.1442353	-3.75860448	-15.48705474
0.33	33	-0.065	-1.003	-0.035	0.0572958	-0.0572958	0	86.1442353	-3.75860448	-15.48705474
0.34	34	-0.065	-1.003	-0.035	0	-0.0572958	-0.0572958	86.1442353	-3.7528749	-15.48705474
0.35	35	-0.065	-1.002	-0.034	-0.1145916	0.0572958	-0.0572958	86.19007194	-3.73568616	-15.4985139
0.36	36	-0.066	-1.003	-0.035	0	0	0	86.19007194	-3.73568616	-15.4985139
0.37	37	-0.065	-1.001	-0.035	0	0	0	86.19007194	-3.73568616	-15.4985139
0.38	38	-0.065	-1.001	-0.035	0	0	0	86.19007194	-3.73568616	-15.4985139
0.39	39	-0.065	-1.002	-0.035	0.0572958	0	0	86.19007194	-3.73568616	-15.4985139
0.4	40	-0.066	-1.001	-0.035	0.1718874	0	0	86.230179	-3.71849742	-15.50424348
0.41	41	-0.066	-1.004	-0.035	0.1718874	0	0	86.230179	-3.71849742	-15.50997306
0.42	42	-0.065	-1.004	-0.035	0.1718874	0	0	86.230179	-3.71849742	-15.50424348
0.43	43	-0.066	-1.005	-0.035	0.286479	0.0572958	0.0572958	86.23590858	-3.71849742	-15.50424348
0.44	44	-0.065	-1.006	-0.035	0.1718874	0	0	86.23590858	-3.71849742	-15.50424348
0.45	45	-0.066	-1.005	-0.036	0.1145916	-0.0572958	0	86.29320438	-3.68984952	-15.52143222
0.46	46	-0.066	-1.005	-0.036	0.1718874	0	0	86.29320438	-3.68984952	-15.52143222
0.47	47	-0.065	-1.004	-0.036	0	0	0	86.29320438	-3.68984952	-15.52143222
0.48	48	-0.066	-1.005	-0.036	0.1145916	-0.0572958	-0.0572958	86.29320438	-3.68984952	-15.52143222
0.49	49	-0.066	-1.005	-0.036	0.0572958	0.0572958	0	86.29320438	-3.68984952	-15.52143222
0.5	50	-0.064	-1.005	-0.036	0.1145916	0.0572958	0.0572958	86.33331144	-3.6669312	-15.53289138
0.51	51	-0.066	-1.005	-0.036	0.2291832	0	0	86.33331144	-3.6669312	-15.53289138
0.52	52	-0.065	-1.005	-0.035	0	0	0.0572958	86.33331144	-3.6669312	-15.53289138
0.53	53	-0.065	-1.006	-0.035	0	0	0.0572958	86.33331144	-3.6669312	-15.53289138
0.54	54	-0.066	-1.004	-0.035	0	0.0572958	0	86.33331144	-3.6669312	-15.53289138
0.55	55	-0.065	-1.004	-0.036	0	0.0572958	-0.0572958	86.3734185	-3.64974246	-15.53862096
0.56	56	-0.066	-1.004	-0.035	0	0.0572958	0	86.3734185	-3.64974246	-15.53862096
0.57	57	-0.066	-1.005	-0.035	0	0	0	86.3734185	-3.64974246	-15.53862096
0.58	58	-0.065	-1.004	-0.034	0	-0.0572958	0.0572958	86.3734185	-3.65547204	-15.53862096
0.59	59	-0.065	-1.004	-0.033	0	0.1718874	0.0572958	86.36768892	-3.65547204	-15.53862096
0.6	60	-0.067	-1.003	-0.034	0	0.1145916	0.1145916	86.38487766	-3.64974246	-15.53862096
0.61	61	-0.064	-1.003	-0.035	0	0.0572958	0	86.38487766	-3.64401288	-15.53862096
0.62	62	-0.063	-1.003	-0.035	0	0.0572958	0	86.38487766	-3.64401288	-15.53862096
0.63	63	-0.064	-1.004	-0.035	0	0	0	86.38487766	-3.64401288	-15.53862096
0.64	64	-0.065	-1.004	-0.035	0.0572958	0	0.0572958	86.38487766	-3.64974246	-15.53862096
0.65	65	-0.066	-1.006	-0.034	0.0572958	-0.0572958	0.0572958	86.4307143	-3.62682414	-15.55008012
0.66	66	-0.067	-1.005	-0.035	-0.0572958	0	0.0572958	86.4307143	-3.62682414	-15.55008012
0.67	67	-0.067	-1.006	-0.032	-0.1718874	0.1145916	0	86.4307143	-3.62682414	-15.55008012
0.68	68	-0.065	-1.006	-0.034	-0.4010706	0.1718874	-0.0572958	86.42498472	-3.62682414	-15.54435054
0.69	69	-0.065	-1.006	-0.035	-0.572958	0.4010706	-0.1145916	86.41925514	-3.62682414	-15.53862096
0.7	70	-0.062	-1.009	-0.035	-0.572958	0.4010706	-0.1145916	86.41925514	-3.61536498	-15.53862096
0.71	71	-0.06	-1.009	-0.036	-0.6302538	0	0.0572958	86.41352556	-3.61536498	-15.53862096
0.72	72	-0.06	-1.007	-0.036	-0.4583664	-0.3437748	0.2291832	86.40779598	-3.61536498	-15.54435054
0.73	73	-0.063	-1.008	-0.035	-0.4583664	-0.286479	0.2291832	86.40779598	-3.62109456	-15.55008012
0.74	74	-0.065	-1.007	-0.034	-0.4010706	0	0.1718874	86.4020664	-3.62109456	-15.55008012
0.75	75	-0.066	-1.005	-0.034	-0.4010706	0.1145916	0	86.41352556	-3.61536498	-15.55008012
0.76	76	-0.067	-1.004	-0.034	-0.4583664	0.1145916	0	86.40779598	-3.61536498	-15.55008012
0.77	77	-0.068	-1.002	-0.035	-0.4583664	0.1718874	0	86.4020664	-3.61536498	-15.54435054
0.78	78	-0.067	-1.001	-0.035	-0.3437748	0.1718874	0	86.4020664	-3.61536498	-15.54435054
0.79	79	-0.065	-1.001	-0.036	-0.2291832	0.1718874	0.0572958	86.39633682	-3.61536498	-15.54435054
0.8	80	-0.065	-1.002	-0.035	-0.1718874	0.0572958	0.1718874	86.4307143	-3.6096354	-15.55008012
0.81	81	-0.065	-1.001	-0.035	0	0.0572958	0.1145916	86.4307143	-3.6096354	-15.55008012
0.82	82	-0.065	-1.001	-0.036	-0.1718874	0.1145916	0.0572958	86.4307143	-3.6096354	-15.54435054
0.83	83	-0.066	-1.001	-0.037	-0.1718874	0.2291832	0.0572958	86.4307143	-3.6096354	-15.54435054
0.84	84	-0.067	-1.001	-0.037	-0.1718874	0.1718874	0	86.42498472	-3.6096354	-15.53862096
0.85	85	-0.067	-1.002	-0.038	-0.0572958	0.1718874	-0.0572958	86.43644388	-3.6096354	-15.53862096
0.86	86	-0.067	-1.003	-0.037	0	0.1145916	0	86.43644388	-3.6096354	-15.53862096
0.87	87	-0.066	-1.006	-0.037	-0.0572958	0.1718874	0	86.43644388	-3.6096354	-15.53862096
0.88	88	-0.066	-1.007	-0.036	0	0.1718874	0	86.43644388	-3.6096354	-15.53289138
0.89	89	-0.064	-1.007	-0.038	0	0.1718874	0.1145916	86.43644388	-3.6096354	-15.53289138
0.9	90	-0.064	-1.007	-0.037	0	0	0.1718874	86.45363262	-3.59817624	-15.53862096
0.91	91	-0.066	-1.006	-0.035	0	0.1145916	0.0572958	86.45363262	-3.60390582	-15.53862096
0.92	92	-0.067	-1.007	-0.037	-0.0572958	0.286479	0	86.44790304	-3.60390582	-15.53289138
0.93	93	-0.067	-1.006	-0.038	-0.1145916	0.286479	0	86.44790304	-3.59817624	-15.53289138
0.94	94	-0.067	-1.005	-0.037	-0.1145916	0.1145916	0	86.44790304	-3.59817624	-15.5271618
0.95	95	-0.065	-1.005	-0.036	-0.1145916	0.1145916	0	86.45363262	-3.59817624	-15.5271618
0.96	96	-0.064	-1.004	-0.038	0	0	0.1718874	86.45363262	-3.59817624	-15.5271618
0.97	97	-0.064	-1.004	-0.037	0	0	0	86.45363262	-3.59817624	-15.5271618
0.98	98	-0.064	-1.006	-0.035	0	0	-0.1145916	86.45363262	-3.59817624	-15.53289138
0.99	99	-0.064	-1.004	-0.036	-0.0572958	0	-0.1145916	86.45363262	-3.59817624	-15.53289138
1	100	-0.064	-1.003	-0.036	0	0	-0.0572958	86.4593622	-3.58671708	-15.53289138
1.01	101	-0.066	-1.002	-0.036	0	0	-0.1718874	86.4593622	-3.58671708	-15.53289138
1.02	102	-0.067	-1.002	-0.035	-0.0572958	0	-0.1145916	86.4593622	-3.5809875	-15.53289138
1.03	103	-0.066	-1.001	-0.036	0	0	-0.1145916	86.4593622	-3.5809875	-15.53289138
1.04	104	-0.065	-1.001	-0.036	-0.0572958	0	-0.1145916	86.4593622	-3.5809875	-15.53289138
1.05	105	-0.065	-1.001	-0.036	0	0.0572958	-0.1145916	86.4880101	-3.56952834	-15.53862096
1.06	106	-0.064	-1.002	-0.036	0.1145916	0	-0.0572958	86.4880101	-3.56952834	-15.53862096
1.07	107	-0.064	-1.002	-0.037	0.2291832	0	-0.0572958	86.49373968	-3.56379876	-15.53862096
1.08	108	-0.066	-1.003	-0.037	0.2291832	0	-0.0572958	86.49373968	-3.56379876	-15.53862096
1.09	109	-0.066	-1.004	-0.037	0.2291832	0	-0.1718874	86.49946926	-3.56379876	-15.53862096
1.1	110	-0.068	-1.004	-0.037	0.1718874	-0.1145916	-0.1145916	86.49946926	-3.56952834	-15.53862096
1.11	111	-0.069	-1.005	-0.037	0.1718874	-0.2291832	-0.1718874	86.50519884	-3.56379876	-15.53862096
1.12	112	-0.068	-1.005	-0.038	0.2291832	0	-0.2291832	86.50519884	-3.56379876	-15.53862096
1.13	113	-0.067	-1.003	-0.038	0.2291832	0.1145916	-0.286479	86.51092842	-3.56379876	-15.53862096
1.14	114	-0.065	-1.004	-0.038	0.1718874	0.1145916	-0.286479	86.51092842	-3.55806918	-15.53862096
1.15	115	-0.067	-1.003	-0.037	0.286479	0	-0.286479	86.52238758	-3.55806918	-15.53862096
1.16	116	-0.068	-1.004	-0.036	0.4010706	0.1718874	-0.2291832	86.52238758	-3.5523396	-15.53862096
1.17	117	-0.069	-1.005	-0.038	0.286479	0.2291832	-0.1718874	86.52811716	-3.5523396	-15.53289138
1.18	118	-0.067	-1.005	-0.037	0.1718874	0.3437748	-0.0572958	86.52811716	-3.5523396	-15.53289138
1.19	119	-0.065	-1.004	-0.037	0.2291832	0.3437748	0	86.53384674	-3.5523396	-15.5271618
1.2	120	-0.064	-1.002	-0.038	0.1718874	0.3437748	0	86.53384674	-3.54661002	-15.5271618
1.21	121	-0.065	-1.003	-0.038	0.1718874	0.4583664	-0.0572958	86.53384674	-3.54661002	-15.52143222
1.22	122	-0.065	-1.002	-0.04	0.2291832	0.4010706	-0.0572958	86.53957632	-3.54661002	-15.51570264
