TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.028	-1.001	-0.067	0.4010706	2.6356068	-0.7448454	89.7252228	6.6176649	14.58751068
0.02	2	0.027	-1.002	-0.065	0.4010706	2.3491278	-0.8021412	89.73095238	6.62912406	14.610429
0.03	3	0.027	-1.006	-0.064	0.2291832	2.4637194	-0.8021412	89.73668196	6.63485364	14.6390769
0.04	4	0.028	-1.007	-0.066	0.1145916	2.4637194	-0.6875496	89.74241154	6.64058322	14.66199522
0.05	5	0.03	-1.004	-0.068	0	2.4064236	-0.5156622	89.47885086	6.45150708	14.74793892
0.06	6	0.032	-1.004	-0.07	-0.1718874	2.3491278	-0.4583664	89.47885086	6.45723666	14.77085724
0.07	7	0.031	-1.004	-0.073	0	2.1772404	-0.3437748	89.48458044	6.45723666	14.79377556
0.08	8	0.029	-1.006	-0.072	0.1718874	2.005353	-0.286479	89.48458044	6.46296624	14.8109643
0.09	9	0.028	-1.004	-0.072	0.4010706	2.005353	-0.1718874	89.49031002	6.46296624	14.83388262
0.1	10	0.027	-1.001	-0.073	0.572958	1.8334656	-0.2291832	89.22101976	6.25097178	14.91409674
0.11	11	0.028	-1.001	-0.074	0.5156622	1.3178034	-0.1145916	89.22674934	6.25670136	14.9255559
0.12	12	0.03	-1.001	-0.074	0.7448454	0.6302538	-0.0572958	89.2382085	6.25670136	14.93701506
0.13	13	0.027	-1.004	-0.065	0.9167328	0.1145916	-0.1145916	89.24966766	6.25670136	14.93701506
0.14	14	0.029	-1.005	-0.062	0.572958	0.1145916	-0.3437748	89.25539724	6.26243094	14.93701506
0.15	15	0.031	-1.005	-0.064	0.4010706	-0.1718874	-0.2291832	88.68816882	5.80406454	15.0687954
0.16	16	0.028	-1.008	-0.063	0	-0.3437748	-0.286479	88.68816882	5.80979412	15.0687954
0.17	17	0.027	-1.008	-0.066	-0.2291832	0.4010706	-0.1718874	88.68816882	5.80979412	15.0687954
0.18	18	0.029	-1.006	-0.067	-0.4583664	1.2605076	-0.0572958	88.68243924	5.80979412	15.08598414
0.19	19	0.031	-1.004	-0.068	-0.4010706	1.4896908	0	88.67670966	5.80979412	15.0974433
0.2	20	0.031	-0.999	-0.069	-0.4010706	0.859437	0	88.08656292	5.3571573	15.2406828
0.21	21	0.033	-0.994	-0.068	-0.1718874	0.1145916	-0.1145916	88.08656292	5.3571573	15.24641238
0.22	22	0.032	-0.993	-0.062	0	-0.5156622	-0.1718874	88.08656292	5.3571573	15.2406828
0.23	23	0.029	-1.002	-0.06	0.0572958	-0.6302538	-0.4583664	88.08656292	5.36288688	15.23495322
0.24	24	0.028	-1.01	-0.059	0.1145916	-0.3437748	-0.572958	88.08656292	5.36861646	15.22922364
0.25	25	0.027	-1.011	-0.06	0	-0.1145916	-0.3437748	87.6339261	4.91597964	15.34381524
0.26	26	0.026	-1.005	-0.055	-0.0572958	0	-0.286479	87.6339261	4.92170922	15.34381524
0.27	27	0.023	-1.001	-0.044	-0.4010706	-0.0572958	0	87.62819652	4.92170922	15.34381524
0.28	28	0.022	-1.01	-0.036	-1.432395	0	0.2291832	87.61100778	4.91597964	15.34381524
0.29	29	0.021	-1.023	-0.045	-3.437748	0.0572958	0.4010706	87.5766303	4.91597964	15.34381524
0.3	30	0.022	-1.028	-0.054	-5.3858052	0	0.859437	87.48495702	4.86441342	15.3552744
0.31	31	0.026	-1.022	-0.064	-6.5317212	-1.2032118	1.0886202	87.41620206	4.85295426	15.33808566
0.32	32	0.02	-1.018	-0.065	-7.9068204	-2.8074942	1.0886202	87.33598794	4.8414951	15.30943776
