TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.015	-1.005	-0.019	-0.2291832	2.0626488	-0.5156622	86.75157078	-0.59014674	6.82392978
0.02	2	-0.013	-1.01	-0.004	-0.6302538	3.9534102	-1.2032118	86.7458412	-0.57868758	6.86403684
0.03	3	-0.008	-1.01	0	-0.7448454	4.4690724	-1.3178034	86.73438204	-0.56149884	6.9041439
0.04	4	-0.006	-1.009	0.008	-0.9740286	4.5263682	-1.2032118	86.72292288	-0.55003968	6.94998054
0.05	5	-0.007	-1.01	0.011	-1.6042824	4.870143	-1.2605076	86.73438204	-0.53285094	6.99581718
0.06	6	-0.004	-1.013	0.009	-2.2345362	5.156622	-1.5469866	86.70573414	-0.5156622	7.04165382
0.07	7	-0.007	-1.012	0.005	-2.6929026	5.2712136	-2.005353	86.67708624	-0.49274388	7.09322004
0.08	8	-0.011	-1.014	-0.001	-3.0366774	5.3858052	-2.291832	86.64843834	-0.46982556	7.14478626
0.09	9	-0.015	-1.012	-0.01	-3.3804522	6.1879464	-2.4064236	86.60833128	-0.44117766	7.20781164
0.1	10	-0.016	-1.008	-0.016	-3.4950438	7.2192708	-2.2345362	86.57968338	-0.41825934	7.2765666
0.11	11	-0.011	-1.006	-0.019	-3.437748	7.734933	-1.7761698	86.5453059	-0.39534102	7.35105114
0.12	12	-0.002	-1.003	-0.012	-3.2658606	7.734933	-1.145916	86.51092842	-0.38388186	7.42553568
0.13	13	0.008	-1.004	-0.008	-2.9793816	7.3911582	-0.7448454	86.47655094	-0.3724227	7.50002022
0.14	14	0.02	-1.004	-0.011	-2.9793816	6.875496	-0.572958	86.44217346	-0.36669312	7.56877518
0.15	15	0.032	-1.004	-0.017	-2.6929026	5.5003968	-0.5156622	86.4307143	-0.33231564	7.61461182
0.16	16	0.033	-1.005	-0.023	-2.4637194	3.3231564	-0.3437748	86.4020664	-0.32658606	7.6489893
0.17	17	0.031	-1.003	-0.025	-2.4637194	0.859437	0	86.37914808	-0.32658606	7.65471888
0.18	18	0.034	-1.001	-0.02	-2.6356068	-0.7448454	0.1718874	86.35050018	-0.33231564	7.6489893
0.19	19	0.042	-1.005	-0.015	-2.7501984	-1.4896908	0	86.32185228	-0.33231564	7.63180056
0.2	20	0.05	-1.011	-0.011	-2.86479	-2.0626488	-0.3437748	86.3161227	-0.286479	7.60315266
0.21	21	0.048	-1.014	-0.006	-3.2658606	-3.3231564	-0.572958	86.2874748	-0.28074942	7.56877518
0.22	22	0.04	-1.017	-0.003	-3.724227	-4.5263682	-0.4010706	86.24736774	-0.27501984	7.52293854
