TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	0.023	-1.004	0.062	-6.5317212	-0.0572958	-0.3437748	90.57893022	0.71046792	-20.8843191
0.02	2	0.028	-1.006	0.075	-3.7815228	-0.0572958	0	90.53882316	0.71046792	-20.8843191
0.03	3	0.03	-1.007	0.081	-3.8388186	0.2291832	0	90.4987161	0.71046792	-20.8843191
0.04	4	0.034	-1.009	0.085	-3.8961144	0.2291832	0	90.45860904	0.71046792	-20.8843191
0.05	5	0.037	-1.008	0.088	-4.4117766	0.0572958	0	90.47579778	0.75630456	-20.90723742
0.06	6	0.042	-1.008	0.09	-4.9847346	-0.6875496	-0.0572958	90.42423156	0.75630456	-20.912967
0.07	7	0.047	-1.008	0.092	-5.5003968	-1.9480572	-0.286479	90.36693576	0.76203414	-20.93588532
0.08	8	0.048	-1.008	0.092	-6.1306506	-2.2345362	-0.572958	90.30391038	0.76776372	-20.95880364
0.09	9	0.048	-1.007	0.085	-6.7036086	-1.2032118	-0.859437	90.23515542	0.7734933	-20.9702628
0.1	10	0.046	-1.004	0.077	-6.7609044	0.1145916	-0.9740286	90.20077794	0.81360036	-20.98745154
0.11	11	0.04	-0.997	0.069	-6.6463128	1.432395	-0.9740286	90.13202298	0.82505952	-20.9702628
0.12	12	0.035	-0.991	0.071	-6.2452422	2.6929026	-0.5156622	90.0689976	0.8307891	-20.94734448
0.13	13	0.035	-0.988	0.073	-5.8441716	3.6669312	-0.2291832	90.00597222	0.8307891	-20.90723742
0.14	14	0.036	-0.99	0.075	-5.3858052	4.5263682	-0.2291832	89.954406	0.8307891	-20.86713036
0.15	15	0.035	-0.993	0.068	-5.2139178	5.3285094	-0.6302538	89.92002852	0.85370742	-20.82129372
0.16	16	0.032	-0.996	0.056	-5.3285094	6.4744254	-1.432395	89.8684623	0.86516658	-20.75826834
0.17	17	0.027	-0.995	0.043	-4.9847346	7.7922288	-2.005353	89.81689608	0.88235532	-20.67805422
0.18	18	0.023	-0.996	0.038	-4.4117766	8.7089616	-2.1199446	89.77105944	0.89954406	-20.59211052
0.19	19	0.022	-0.999	0.037	-3.9534102	10.313244	-1.718874	89.73095238	0.9167328	-20.49470766
0.2	20	0.019	-1	0.03	-3.6096354	12.2040054	-0.6875496	89.6965749	0.92246238	-20.37438648
0.21	21	0.014	-1.001	0.023	-4.297185	13.5218088	0.2291832	89.65646784	0.9167328	-20.23687656
0.22	22	0.009	-0.991	0.013	-4.9274388	14.3812458	1.0313244	89.60490162	0.89954406	-20.09936664
0.23	23	0.003	-0.981	0.008	-5.156622	14.5531332	1.6615782	89.5533354	0.88235532	-19.95612714
0.24	24	-0.006	-0.972	0.012	-5.0993262	14.32395	2.005353	89.50176918	0.859437	-19.81288764
0.25	25	-0.013	-0.972	0.028	-4.1252976	13.9228794	2.005353	89.46166212	0.82505952	-19.67537772
0.26	26	-0.01	-0.982	0.034	-4.0680018	13.3499214	1.7761698	89.42155506	0.80787078	-19.5378678
0.27	27	0	-1.004	0.032	-4.6409598	12.6623718	1.3178034	89.37571842	0.79068204	-19.41754662
0.28	28	0.015	-1.036	0.039	-6.0733548	11.9175264	1.2605076	89.31269304	0.7734933	-19.29722544
0.29	29	0.026	-1.068	0.035	-7.9641162	11.3445684	1.7761698	89.23247892	0.75630456	-19.18836342
0.3	30	0.029	-1.088	0.036	-8.8235532	9.740286	2.9793816	89.14653522	0.72765666	-19.09096056
0.31	31	0.03	-1.099	0.047	-8.8235532	7.2765666	4.9847346	89.06059152	0.67609044	-19.0222056
0.32	32	0.028	-1.101	0.056	-9.2819196	4.583664	7.161975	88.96318866	0.60733548	-18.97636896
0.33	33	0.017	-1.092	0.055	-9.9121734	1.432395	8.9381448	88.8657858	0.5156622	-18.95918022
0.34	34	-0.002	-1.074	0.053	-10.026765	-2.2345362	10.026765	88.76265336	0.41252976	-18.98209854
0.35	35	-0.024	-1.039	0.06	-9.7975818	-5.6722842	10.313244	88.67670966	0.30366774	-19.03939434
0.36	36	-0.044	-1.005	0.083	-8.880849	-8.880849	9.5683986	88.58503638	0.21199446	-19.12533804
0.37	37	-0.067	-0.98	0.112	-8.7089616	-9.9121734	8.4224826	88.49909268	0.12605076	-19.2227409
0.38	38	-0.081	-0.965	0.118	-9.167328	-9.2246238	7.2765666	88.4074194	0.05156622	-19.31441418
0.39	39	-0.087	-0.96	0.129	-9.1100322	-7.6203414	6.302538	88.31574612	-0.00572958	-19.38889872
0.4	40	-0.09	-0.972	0.138	-8.9381448	-5.156622	5.8441716	88.2641799	-0.09167328	-19.42900578
0.41	41	-0.096	-0.998	0.146	-8.7662574	-2.7501984	6.2452422	88.1782362	-0.15469866	-19.45765368
0.42	42	-0.098	-1.026	0.149	-8.9954406	-0.572958	7.3911582	88.08656292	-0.2291832	-19.46338326
0.43	43	-0.092	-1.041	0.145	-9.0527364	1.0886202	8.880849	87.99488964	-0.32085648	-19.4519241
0.44	44	-0.083	-1.037	0.135	-9.5683986	2.7501984	10.1986524	87.89748678	-0.42398892	-19.41754662
0.45	45	-0.08	-1.025	0.118	-10.1413566	2.9220858	10.7143146	87.81727266	-0.5443101	-19.38316914
0.46	46	-0.077	-1.01	0.092	-10.2559482	2.1772404	10.6570188	87.71414022	-0.65317212	-19.36025082
0.47	47	-0.074	-0.997	0.074	-10.3705398	0.4583664	9.9694692	87.61100778	-0.75057498	-19.35452124
0.48	48	-0.067	-0.988	0.065	-11.0580894	-1.3750992	8.7662574	87.49641618	-0.84224826	-19.3659804
0.49	49	-0.06	-0.981	0.056	-11.6883432	-3.7815228	7.5057498	87.376095	-0.9167328	-19.40035788
0.5	50	-0.054	-0.975	0.057	-11.8602306	-5.9587632	6.4171296	87.27869214	-0.99121734	-19.45765368
0.51	51	-0.052	-0.97	0.063	-12.032118	-7.3911582	5.3285094	87.15837096	-1.04278356	-19.52640864
0.52	52	-0.057	-0.97	0.056	-11.172681	-9.2819196	4.3544808	87.04950894	-1.09434978	-19.61808192
0.53	53	-0.063	-0.973	0.065	-10.886202	-10.5424272	3.724227	86.94064692	-1.13445684	-19.72694394
0.54	54	-0.069	-0.977	0.075	-11.5737516	-11.172681	3.3231564	86.82605532	-1.16883432	-19.83580596
0.55	55	-0.073	-0.979	0.07	-12.4331886	-11.5737516	3.0939732	86.72865246	-1.21467096	-19.94466798
0.56	56	-0.082	-0.977	0.068	-12.891555	-12.0894138	2.6929026	86.59687212	-1.24904844	-20.06498916
0.57	57	-0.086	-0.974	0.067	-13.178034	-12.2040054	1.9480572	86.47082136	-1.27196676	-20.18531034
0.58	58	-0.093	-0.972	0.058	-13.178034	-12.3758928	0.9740286	86.33904102	-1.2891555	-20.3113611
0.59	59	-0.099	-0.973	0.053	-12.9488508	-12.2613012	-0.0572958	86.21299026	-1.29488508	-20.43168228
0.6	60	-0.107	-0.98	0.054	-12.318597	-11.9748222	-1.3750992	86.1155874	-1.30634424	-20.54627388
0.61	61	-0.112	-0.988	0.062	-11.8602306	-11.1153852	-2.5210152	85.99526622	-1.2891555	-20.66086548
0.62	62	-0.115	-0.998	0.066	-12.1467096	-9.740286	-3.7815228	85.87494504	-1.25477802	-20.76399792
0.63	63	-0.118	-1.004	0.077	-12.318597	-8.0787078	-5.156622	85.75462386	-1.20894138	-20.84421204
0.64	64	-0.124	-1.012	0.091	-12.0894138	-5.8441716	-6.3598338	85.63430268	-1.145916	-20.912967
0.65	65	-0.131	-1.021	0.103	-11.6310474	-3.2085648	-7.161975	85.55408856	-1.11153852	-20.9416149
0.66	66	-0.138	-1.025	0.104	-11.172681	-0.4583664	-7.6203414	85.44522654	-1.03705398	-20.95307406
0.67	67	-0.138	-1.03	0.108	-10.2559482	2.1199446	-8.1360036	85.33636452	-0.95683986	-20.9416149
0.68	68	-0.132	-1.036	0.118	-8.7089616	5.7868758	-8.2505952	85.24469124	-0.87089616	-20.89004868
0.69	69	-0.132	-1.036	0.13	-7.9068204	9.0527364	-8.5370742	85.16447712	-0.78495246	-20.80983456
0.7	70	-0.131	-1.032	0.137	-7.1046792	12.7196676	-8.7089616	85.12437006	-0.7161975	-20.6837838
