TimeStamp(s)	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.01	1	-0.059	-0.993	0.142	-1.2032118	-3.6669312	1.7761698	96.11943408	-3.64974246	-61.1346186
0.02	2	-0.064	-0.994	0.156	-0.9167328	-6.4744254	2.2345362	96.11943408	-3.66120162	-61.20337356
0.03	3	-0.071	-0.997	0.161	-0.7448454	-6.2452422	1.9480572	96.1137045	-3.67266078	-61.26639894
0.04	4	-0.078	-1.002	0.164	-0.6302538	-5.6149884	1.6615782	96.1137045	-3.68411994	-61.32369474
0.05	5	-0.083	-1.005	0.165	-0.286479	-4.297185	1.0886202	96.14808198	-3.70703826	-61.38672012
0.06	6	-0.087	-1.008	0.166	0	-2.6356068	0.8021412	96.14808198	-3.71276784	-61.41536802
0.07	7	-0.088	-1.007	0.167	0.1718874	-0.8021412	0.4583664	96.15381156	-3.71849742	-61.4210976
0.08	8	-0.085	-1.008	0.166	0.4583664	1.0886202	0.1718874	96.15954114	-3.724227	-61.41536802
0.09	9	-0.077	-1.009	0.163	0.2291832	2.86479	-0.1145916	96.15954114	-3.724227	-61.38672012
0.1	10	-0.069	-1.011	0.159	-0.6302538	4.8128472	-0.2291832	96.16527072	-3.724227	-61.34088348
0.11	11	-0.061	-1.012	0.152	-1.718874	6.0733548	-0.1718874	96.1423524	-3.72995658	-61.2778581
0.12	12	-0.056	-1.014	0.146	-3.0939732	6.7036086	-0.2291832	96.10224534	-3.74141574	-61.21483272
0.13	13	-0.051	-1.012	0.138	-4.5263682	7.0473834	-0.1145916	96.05067912	-3.74714532	-61.14607776
0.14	14	-0.046	-1.008	0.13	-5.72958	6.8182002	-0.0572958	95.98765374	-3.75860448	-61.0773228
0.15	15	-0.041	-1.002	0.124	-6.589017	6.4171296	0	95.9131692	-3.7528749	-61.00856784
0.16	16	-0.037	-0.995	0.121	-7.2765666	5.3858052	0.286479	95.83868466	-3.75860448	-60.95700162
0.17	17	-0.034	-0.98	0.121	-7.5630456	3.4950438	0.4583664	95.75847054	-3.77006364	-60.92262414
0.18	18	-0.037	-0.971	0.126	-7.448454	0.3437748	0.7448454	95.683986	-3.7815228	-60.92262414
